id,message,tone
12,"Modi G doing great Job to make Pakistan happy doesn't matter if it's Border, Economy or IR.","{'document_tone': {'tones': [{'score': 0.670681, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
13,Our pm forgets the value of foods and he forgets the role of farmers before his breakfasts......shame on you and your government.,"{'document_tone': {'tones': [{'score': 0.756663, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
14,I m sure it’s not that the farmers want this but this Govt isn’t listening..They have been protesting for months in their states & now gathered in Delhi but still no concrete talk by Govt.. Good on farmers calling on bandh now!!!  #tractor2twitter #FarmersProtestDelhi2020,"{'document_tone': {'tones': [{'score': 0.700796, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
15,so basically whole indian farmer are from Punjab hai ? Why only one state is making a lot of noise why nobody came from south of india ? or that state doesn’t belong to India ? or it’s a just showing muscle power ?,"{'document_tone': {'tones': [{'score': 0.601397, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.649245, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.978371, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'so basically whole indian farmer are from Punjab hai ?', 'tones': [{'score': 0.765078, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'Why only one state is making a lot of noise why nobody came from south of india ?', 'tones': [{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'or that state doesn’t belong to India ? or it’s a just showing muscle power ?', 'tones': [{'score': 0.974201, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
16,THE GOVERNMENT SHOULD BE GRACEFUL AND WITHDRAW THE FARM LAWS AS IT WILL BRING THE FARMERS UNDER THE MERCY AND EXPLOITATION OF THE CORPORATES.,"{'document_tone': {'tones': [{'score': 0.577916, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
17,Fix each commodity minimum buying price from farmers and its maximum selling price in India. Ensure farmers will get good price.  All developed countries using this law to protect farmers and common people..Modern countries have rich farmers not rich corporates...Then all Indians will be happy.. All other laws are for corporates...,"{'document_tone': {'tones': [{'score': 0.656563, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.692865, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.956798, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Fix each commodity minimum buying price from farmers and its maximum selling price in India.', 'tones': []}, {'sentence_id': 1, 'text': 'Ensure farmers will get good price.', 'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'All developed countries using this law to protect farmers and common people..Modern countries have rich farmers not rich corporates...Then all Indians will be happy..', 'tones': [{'score': 0.760204, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.67368, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.839923, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 3, 'text': 'All other laws are for corporates...', 'tones': [{'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
18,Government  must keep away from adamancy & see to use diplomacy to solve from this tremendous move by farmers.  This may lead a serious implications on agriculture production in our country which may lead to very bad position. Please use your diplomacy to solve rather than a stick.,"{'document_tone': {'tones': [{'score': 0.95031, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Government  must keep away from adamancy & see to use diplomacy to solve from this tremendous move by farmers.', 'tones': []}, {'sentence_id': 1, 'text': 'This may lead a serious implications on agriculture production in our country which may lead to very bad position.', 'tones': [{'score': 0.892152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'Please use your diplomacy to solve rather than a stick.', 'tones': [{'score': 0.93534, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
19,"Respect the farmers. No matter what god is watching Mr. Modi you will face the consequences. You came out very smartly from Gujrat riots. You made fool of everyone during elections by crying on the stage, by giving us Jumla, demonetization and many more. The worst part that you are just busy in grooming your self that's it.","{'document_tone': {'tones': [{'score': 0.674035, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.720783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Respect the farmers.', 'tones': [{'score': 0.5737, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'No matter what god is watching Mr. Modi you will face the consequences.', 'tones': [{'score': 0.941308, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'You came out very smartly from Gujrat riots.', 'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 3, 'text': 'You made fool of everyone during elections by crying on the stage, by giving us Jumla, demonetization and many more.', 'tones': [{'score': 0.74124, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 4, 'text': ""The worst part that you are just busy in grooming your self that's it."", 'tones': [{'score': 0.768217, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
20,They will do everything against law and order..GOI must stop talks with them! Let Delhi citizens in 1000 each group visit five borders where smart ones are jamming roads with jharoos and sticks..just only one solution right now!,"{'document_tone': {'tones': [{'score': 0.51639, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.547016, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.556916, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'They will do everything against law and order..GOI must stop talks with them!', 'tones': [{'score': 0.507078, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 1, 'text': 'Let Delhi citizens in 1000 each group visit five borders where smart ones are jamming roads with jharoos and sticks..just only one solution right now!', 'tones': [{'score': 0.655146, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.512886, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
21,The farmers agitation is getting support in foreign countries also,{'document_tone': {'tones': []}}
22,This is the reaction if we ignore the poor farmers.Government is for the people.,"{'document_tone': {'tones': [{'score': 0.708831, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
23,We should respect Farmers????????. The Produce what we eat. It is the Responsibility of Govt. To listen their demands,"{'document_tone': {'tones': [{'score': 0.61954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'We should respect Farmers????????.', 'tones': []}, {'sentence_id': 1, 'text': 'The Produce what we eat.', 'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'It is the Responsibility of Govt.', 'tones': [{'score': 0.56146, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 3, 'text': 'To listen their demands', 'tones': []}]}"
24,"This protest getting more & more insane, every passing day. The farmers too must consider the complexity in law making, advantages the laws offer and must have full desire to settle the issue soon, amicably.","{'document_tone': {'tones': [{'score': 0.615659, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.943315, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.964027, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This protest getting more & more insane, every passing day.', 'tones': [{'score': 0.687307, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'The farmers too must consider the complexity in law making, advantages the laws offer and must have full desire to settle the issue soon, amicably.', 'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.689543, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
25,Panjab has only farmers. Wow...monopoly ?? Even only Punjab farmers are crying. Ab dusre state ke farmer ko bhi kamane do,"{'document_tone': {'tones': [{'score': 0.851166, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Panjab has only farmers.', 'tones': [{'score': 0.582078, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Wow...monopoly ??', 'tones': []}, {'sentence_id': 2, 'text': 'Even only Punjab farmers are crying.', 'tones': [{'score': 0.935299, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 3, 'text': 'Ab dusre state ke farmer ko bhi kamane do', 'tones': []}]}"
26,Most of the Political Leaders of Punjab are closely associated with the APMCs . From where they earn Crores of Rupees of Tax Free Income by exploiting Small and Marginal Farmers .,"{'document_tone': {'tones': [{'score': 0.808202, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Most of the Political Leaders of Punjab are closely associated with the APMCs .', 'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'From where they earn Crores of Rupees of Tax Free Income by exploiting Small and Marginal Farmers .', 'tones': []}]}"
27,,{'document_tone': {'tones': []}}
28,They won't do for the sake of the corporate friends rather will try to break the farmers agitation by any means.,"{'document_tone': {'tones': [{'score': 0.704537, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
29,"If you don’t come together as a community, nothing is going to get accomplished. All Indians, not only Sikhs, gotta work together and be on the same page and rise up. It needs to happen all over the world!! ","{'document_tone': {'tones': [{'score': 0.853425, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.937689, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'If you don’t come together as a community, nothing is going to get accomplished.', 'tones': [{'score': 0.606848, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'All Indians, not only Sikhs, gotta work together and be on the same page and rise up.', 'tones': [{'score': 0.592932, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.849456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'It needs to happen all over the world!!', 'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
30,"Farmers should protest no doubt in that but why Tuesday? Why not sunday..why to create problems for working class, daily wage earners...they could have used sunday..may be locals bhi join karte then. Hope no one gets hurt and things gets normal quickly.","{'document_tone': {'tones': [{'score': 0.516043, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.653662, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.814556, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Farmers should protest no doubt in that but why Tuesday?', 'tones': [{'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'Why not sunday..why to create problems for working class, daily wage earners...they could have used sunday..may be locals bhi join karte then.', 'tones': [{'score': 0.510534, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'Hope no one gets hurt and things gets normal quickly.', 'tones': [{'score': 0.572373, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
31,"By the by, what flag is that? Yes, I have not seen anything like that before, so asked. Is it of farmers' association?","{'document_tone': {'tones': [{'score': 0.942233, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'By the by, what flag is that?', 'tones': []}, {'sentence_id': 1, 'text': 'Yes, I have not seen anything like that before, so asked.', 'tones': [{'score': 0.909883, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': ""Is it of farmers' association?"", 'tones': []}]}"
32,Why the govt is admant?,"{'document_tone': {'tones': [{'score': 0.750399, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
33,This is a defining moment in our country's and our history !!!  This will shape our coming generations. Either we will live free or will live slaves !!  And finally modi rss and their masters have found their match the hardy daughters and sons of the soils ??? the true torch bearers of our democracy.,"{'document_tone': {'tones': [{'score': 0.734754, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.814653, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""This is a defining moment in our country's and our history !!!"", 'tones': [{'score': 0.606095, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'This will shape our coming generations.', 'tones': []}, {'sentence_id': 2, 'text': 'Either we will live free or will live slaves !!  And finally modi rss and their masters have found their match the hardy daughters and sons of the soils ??? the true torch bearers of our democracy.', 'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
34,"Are the Agitators all Poor Farmers or are Highly Wealthy Unscrupulous Agricultural Traders cum Hoarders who have had mercilessly been looting both Farmers and Consumers of India, since the period of Independence ??","{'document_tone': {'tones': [{'score': 0.571708, 'tone_id': 'fear', 'tone_name': 'Fear'}]}}"
35,"Politricks. Make it optional..if the punjabi farmers do not want the new law, let them follow the old ones. If anyone else need not to follow, let them leave with their choice","{'document_tone': {'tones': [{'score': 0.891514, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.51835, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Politricks.', 'tones': []}, {'sentence_id': 1, 'text': 'Make it optional..if the punjabi farmers do not want the new law, let them follow the old ones.', 'tones': []}, {'sentence_id': 2, 'text': 'If anyone else need not to follow, let them leave with their choice', 'tones': [{'score': 0.886021, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
