id,message,tone
12,"It will be fun watching Modi / Shah play their game of police atrocities , Army deployment . The Mota Bhais deserve some Dokhlas .  No it is just not  the farm laws of farmers , it is all those who have been wronged including Dalits , Urban Naxals , intellectuals , students , unemployed , daily wagers .. as it prolongs more would join forces unless The Godis beg for mercy .","{'document_tone': {'tones': [{'score': 0.551112, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'It will be fun watching Modi / Shah play their game of police atrocities , Army deployment .', 'tones': [{'score': 0.61195, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'The Mota Bhais deserve some Dokhlas .', 'tones': [{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'No it is just not  the farm laws of farmers , it is all those who have been wronged including Dalits , Urban Naxals , intellectuals , students , unemployed , daily wagers .. as it prolongs more would join forces unless The Godis beg for mercy .', 'tones': [{'score': 0.547354, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
13,"Where is my 15lakhs ???? Where is  the Black money ?? after DEMONITISATION???? All JUMLA acts ????????????. We won't belive Modi , All Essential commodities increasing day by day but Income is only Increasing for CORPORATES ??????????????. NOT for a MIDDLE CLASS GROUP ??????. MODI ji We won't Trust u again ????. U are an EVM PM","{'document_tone': {'tones': [{'score': 0.932568, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Where is my 15lakhs ????', 'tones': []}, {'sentence_id': 1, 'text': 'Where is  the Black money ?? after DEMONITISATION????', 'tones': []}, {'sentence_id': 2, 'text': 'All JUMLA acts ????????????.', 'tones': [{'score': 0.989586, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 3, 'text': ""We won't belive Modi , All Essential commodities increasing day by day but Income is only Increasing for CORPORATES ??????????????."", 'tones': [{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 4, 'text': 'NOT for a MIDDLE CLASS GROUP ??????.', 'tones': []}, {'sentence_id': 5, 'text': ""MODI ji We won't Trust u again ????."", 'tones': []}, {'sentence_id': 6, 'text': 'U are an EVM PM', 'tones': []}]}"
14,Fuel/Gas  cost is almost out of reach to ordinary people. Food price  is expected same fate in coming days.   I love the great friendship of Adaniji -Ambaniji - Shawji -Modiji. ..,"{'document_tone': {'tones': [{'score': 0.748671, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.699937, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.808202, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Fuel/Gas  cost is almost out of reach to ordinary people.', 'tones': [{'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'Food price  is expected same fate in coming days.', 'tones': [{'score': 0.506996, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'I love the great friendship of Adaniji -Ambaniji - Shawji -Modiji.', 'tones': [{'score': 0.975198, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 3, 'text': '..', 'tones': []}]}"
15,First instal drone with CCTV in strike area where rioter involved with farmers,{'document_tone': {'tones': []}}
16,There is no plea in SC when the political parties do rallies for election,{'document_tone': {'tones': []}}
17,"Suprim court take action such type of protest ,it is harmful for society because this type of protest will give pain for other , should protest will held only  for one or two days",{'document_tone': {'tones': []}}
18,"The matter should be put in court, and the judiciary should make the people understand about the new law.",{'document_tone': {'tones': []}}
19,This is called the democracy government by voting of people to crush the voters by the elected candidats shame shame shame crores of crore times,"{'document_tone': {'tones': [{'score': 0.526615, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
20,90 per cent of all farmers shown in this photo are wearing turban. It shows that most of them are hailing from Punjab. What about the farmers from all other states in India. Don't  they want to join the agitation against the central government?,"{'document_tone': {'tones': [{'score': 0.808712, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': '90 per cent of all farmers shown in this photo are wearing turban.', 'tones': [{'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'It shows that most of them are hailing from Punjab.', 'tones': []}, {'sentence_id': 2, 'text': 'What about the farmers from all other states in India.', 'tones': [{'score': 0.56722, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 3, 'text': ""Don't  they want to join the agitation against the central government?"", 'tones': []}]}"
21,We support farmers!!!,{'document_tone': {'tones': []}}
22,Can this be instigated by the neighbouring country who want to destabilise India,{'document_tone': {'tones': []}}
23,If they can ask for votes on caste basis then why are the punjabi stars of BJP not standing with their caste and has even one voice come in support for farmers from gujrat or has gujrat ever criticised the modi govt,"{'document_tone': {'tones': [{'score': 0.658497, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.655353, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
24,Why to burn effigy when talks are on.who is their true captain?,"{'document_tone': {'tones': [{'score': 0.901164, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Why to burn effigy when talks are on.who', 'tones': []}, {'sentence_id': 1, 'text': 'is their true captain?', 'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
25,Dekhie kaise Late Sushma Sawraj ji(BJP) ne smjhaea k agar corporate sector atta hai aur middlemen nikalte hai to kya impact hota hai kisaano par.   https://www.instagram.com/tv/CFpRaywgk3d/?igshid=1muy4syqf9ucv,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Dekhie kaise Late Sushma Sawraj ji(BJP) ne smjhaea k agar corporate sector atta hai aur middlemen nikalte hai to kya impact hota hai kisaano par.', 'tones': []}, {'sentence_id': 1, 'text': 'https://www.instagram.com/tv/CFpRaywgk3d/?igshid=1muy4syqf9ucv', 'tones': []}]}"
26,"?? ???? ????? ??????? ?? ????? ?????? ???? ?? ??  ???? ???????  / ??? ?? ???? ??? ??? , ???? ?? ?????????? ?? ??? ?????? ???? , ???? ????? ???? ??????",{'document_tone': {'tones': []}}
29,"????? ??? ?? ???? ????, ?????? ??? ??? ????, ???? ?? ????? ?????? ??? ????? ???? ?????",{'document_tone': {'tones': []}}
30,Desh ka Kissan nahin Dalalon ki toli kuch bhi karegi is desh ki Sanskriti ke saath..,{'document_tone': {'tones': []}}
31,"This is CAA riot part 2.. ?? mandi inko paise nahi deti kabhi dekha hai yea mandi band karwa de poore desh me lekin road band karwa denge. Inko paisa chaiye sarkar se or kanoon waise fir agale saal same drama hoga ki kissan se 1-2 rs me mandi khareed aage 40rs me bechti hai, jub sarkar ne bill bana diya ki kisiko bhi becho tum sidha 40rs ka becho 2rs ka mat becho to kala kanoon wapis lo. Or le loge tab bhi har saal inka protest hoga kabhi loan maaf karo kabhi sahi daam nahi mile.. ????.. yea sach me kissan hi hai merko yakeen nahi ho raha jai jawan jai kissan wala hai ya fir blackmailers ka group hai kissan ka naam leke. Kyuki kissan mai bhi hu or merko problem nahi dikhti usme.. ??","{'document_tone': {'tones': [{'score': 0.672523, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This is CAA riot part 2.. ?? mandi inko paise nahi deti kabhi dekha hai yea mandi band karwa de poore desh me lekin road band karwa denge.', 'tones': []}, {'sentence_id': 1, 'text': 'Inko paisa chaiye sarkar se or kanoon waise fir agale saal same drama hoga ki kissan se 1-2 rs me mandi khareed aage 40rs me bechti hai, jub sarkar ne bill bana diya ki kisiko bhi becho tum sidha 40rs ka becho 2rs ka mat becho to kala kanoon wapis lo.', 'tones': []}, {'sentence_id': 2, 'text': 'Or le loge tab bhi har saal inka protest hoga kabhi loan maaf karo kabhi sahi daam nahi mile.. ????.. yea sach me kissan hi hai merko yakeen nahi ho raha jai jawan jai kissan wala hai ya fir blackmailers ka group hai kissan ka naam leke.', 'tones': []}, {'sentence_id': 3, 'text': 'Kyuki kissan mai bhi hu or merko problem nahi dikhti usme.. ??', 'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
32,What can u expect from INCOMPETENT govt and and BHAKHTS??,"{'document_tone': {'tones': [{'score': 0.56468, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
33,Punjabi hai Modi ji app ghar takpahucha Kar ayegey,{'document_tone': {'tones': []}}
34,Dey shud have done dat to seek justice for sushant so in return all ssrains wud have stood up for  these farmers  n helped dem,"{'document_tone': {'tones': [{'score': 0.582501, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
35,Very good decision making please do it immediately and arrest Modi immediately please throw stones at Modi immediately please ,"{'document_tone': {'tones': [{'score': 0.823888, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.515576, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
36,Mischief mongers ask all.these guys to show their aadhar cards n pan cards,"{'document_tone': {'tones': [{'score': 0.962182, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Mischief mongers ask all.these', 'tones': [{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'guys to show their aadhar cards n pan cards', 'tones': []}]}"
37,Congress is destroying the nation...shame on them,{'document_tone': {'tones': []}}
38,,{'document_tone': {'tones': []}}
39,And spread corona all over again in Delhi. ,"{'document_tone': {'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
40,Two pseudo lutyans channels are very active now against the government after the SaheenBag drama,"{'document_tone': {'tones': [{'score': 0.515001, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
41,These protests has shown the reality of sikhs. Hindus must stop going to gurudwaras,"{'document_tone': {'tones': [{'score': 0.538216, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.962182, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'These protests has shown the reality of sikhs.', 'tones': [{'score': 0.524088, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'Hindus must stop going to gurudwaras', 'tones': [{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
42,Bring this facist Government to its knees ????????????????????????????????????????,{'document_tone': {'tones': []}}
43,They asked fr these changes wen brought dey r protesting..  wtf,"{'document_tone': {'tones': [{'score': 0.71275, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
44,"Deal with them sternly.Modiji, don't bend down.",{'document_tone': {'tones': []}}
45,There is a hidden agenda of Jihadis behind this protests. Financial support also provided by anti Indian activists.,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'There is a hidden agenda of Jihadis behind this protests.', 'tones': []}, {'sentence_id': 1, 'text': 'Financial support also provided by anti Indian activists.', 'tones': []}]}"
46,Happens only in India!!,"{'document_tone': {'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
47,Yeah right mate. What a vision.,"{'document_tone': {'tones': [{'score': 0.614209, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Yeah right mate.', 'tones': [{'score': 0.648592, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'What a vision.', 'tones': []}]}"
48,"They are itching for a fight and when the fight comes , they will cry victimhood","{'document_tone': {'tones': [{'score': 0.780665, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
49,Stand with farmers,{'document_tone': {'tones': []}}
50,"BJP Sarkar is doing GREAT for 'Farmers' & uplifting Village LIFE! ??????????????????  • Jan Dhan Accounts • ?6,000/Yr : Kisan Samman Nidhi • Crop Insurance Policy • Higher Pay in MGNREGA • Kisan Credit Card • Neem Coated Urea • Toilets for Villages • Gas Cylinders • eNAM facility  • Soil Health Card • 37 Mega Food Parks • Farmer Train • Ayushman Bharat (Medical Ins) • Optical Fiber in Village • Village Housing Scheme: PMAY • PM Kusum Yojana • Kisan Pension Scheme • 297 Cold Chain projects • One Nation One Ration Card  GOI is eliminating 'Middlemen' & empowering 'Farmers' ..???????????",{'document_tone': {'tones': []}}
51,"Jab tak Congress aka Rajiv Gandhi Foundation/Trustee and George Soros Fund dete rahenge, or ye Capt. Amrider Singh ke liye baithe rhenge, aisa hi chalega.. ","{'document_tone': {'tones': [{'score': 0.84639, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Jab tak Congress aka Rajiv Gandhi Foundation/Trustee and George Soros Fund dete rahenge, or ye Capt.', 'tones': [{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'Amrider Singh ke liye baithe rhenge, aisa hi chalega..', 'tones': []}]}"
52,Farmars are misguided by Congress who trying hard to topple modi Govt in the name of farmers protest and other leftist join them. They ask for table talk and when Govt agreed they say farm laws should be repeal. This is a part of reforms in agriculture they understand it but want politics in it.,"{'document_tone': {'tones': [{'score': 0.681058, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.628633, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Farmars are misguided by Congress who trying hard to topple modi Govt in the name of farmers protest and other leftist join them.', 'tones': [{'score': 0.704298, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'They ask for table talk and when Govt agreed they say farm laws should be repeal.', 'tones': [{'score': 0.560093, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.740384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'This is a part of reforms in agriculture they understand it but want politics in it.', 'tones': [{'score': 0.562568, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
53,"The real intention is coming out - ""Choke Delhi & Bring Govt down!"" Truth Prevails - this is not a Farmer's protest. Khalistan, ISI, Congress Agenda of Breaking-India coming out in open. This is  'Treason'...so do not Hesitate to impose emergency in and around Delhi and call army to clear al those corrupt middlemen, hoarders and misguided farmers.","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'The real intention is coming out - ""Choke Delhi & Bring Govt down!"" Truth Prevails - this is not a Farmer\'s protest.', 'tones': [{'score': 0.563974, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'Khalistan, ISI, Congress Agenda of Breaking-India coming out in open.', 'tones': []}, {'sentence_id': 2, 'text': ""This is  'Treason'...so do not Hesitate to impose emergency in and around Delhi and call army to clear al those corrupt middlemen, hoarders and misguided farmers."", 'tones': []}]}"
56,Modi should do amendments  in favour of kisan. Make it suitable to kisan demands. If they get better option outside selling they will join.  Don't force will on kisan . respect them. They r backbone of india ????,"{'document_tone': {'tones': [{'score': 0.69178, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Modi should do amendments  in favour of kisan.', 'tones': []}, {'sentence_id': 1, 'text': 'Make it suitable to kisan demands.', 'tones': []}, {'sentence_id': 2, 'text': 'If they get better option outside selling they will join.', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': ""Don't force will on kisan ."", 'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 4, 'text': 'respect them.', 'tones': [{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 5, 'text': 'They r backbone of india ????', 'tones': []}]}"
57,8th no office!! Woaah I am in ??,{'document_tone': {'tones': []}}
58,Shame on Indian Government for doing this to farmers. India supports farmers!,"{'document_tone': {'tones': [{'score': 0.796223, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Shame on Indian Government for doing this to farmers.', 'tones': [{'score': 0.80906, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'India supports farmers!', 'tones': []}]}"
59,Condemn this bandh,{'document_tone': {'tones': []}}
60,"Farmers voices must be heard we stand with indian farmers,whose hard work is being expoliting and farmers working day and night hardly get two times meal while all their hard work ends up in deep pockets of corrupt politicians ??","{'document_tone': {'tones': [{'score': 0.674527, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
61,"Why not end this ,",{'document_tone': {'tones': []}}
62,"Before 2014 farmers suiside case are very high as they have no food to eat no money to buy essential, in 2020 these farmers came with 6 months rasan with them  for agitation/protest ????????","{'document_tone': {'tones': [{'score': 0.600105, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
63,From Kozhikode,{'document_tone': {'tones': []}}
64,Tum karo to Ramlila (GHMC Election) Hum kare to Ras lila ( Farmers protest) SC ???? Corona hai to the Farmer,{'document_tone': {'tones': []}}
65,"""??? ???? ??? ???** ??? ????? ???? ?? ??? ??????"" ??? ??? ??? ????? ?? ???? ?? ?? ???? ?? ???? ?? ?? ?? ?? ?? ???? ??? ??",{'document_tone': {'tones': []}}
66,Sale Atnkbadi khalistani.,{'document_tone': {'tones': []}}
67,https://m.facebook.com/story.php?story_fbid=1023552988166096&id=100015342129071,{'document_tone': {'tones': []}}
