Name,Comment,tone
Krishan Singh Dilip Singh,They are trying to create the same scenario as in Delhi. There must be some one behind this. Handle with care and they are expecting for something .,"{'document_tone': {'tones': [{'score': 0.521051, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.956097, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'They are trying to create the same scenario as in Delhi.', 'tones': []}, {'sentence_id': 1, 'text': 'There must be some one behind this.', 'tones': [{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'Handle with care and they are expecting for something .', 'tones': [{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
Neena Bassi-Kang,Agitating farmers? Farmers on warpath? Wow!! Farmers agitation?  They wanted to protest peacefully,"{'document_tone': {'tones': [{'score': 0.529741, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Agitating farmers?', 'tones': [{'score': 0.624549, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Farmers on warpath?', 'tones': [{'score': 0.624549, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'Wow!! Farmers agitation?', 'tones': [{'score': 0.593362, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 3, 'text': 'They wanted to protest peacefully', 'tones': [{'score': 0.652895, 'tone_id': 'anger', 'tone_name': 'Anger'}]}]}"
Sri,pull back farm bill which benefits corporates instead  farmers of this country,"{'document_tone': {'tones': [{'score': 0.608708, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
,,{'document_tone': {'tones': []}}
Harvin Samra,Well done power of youth Delhi ta jhanjra pa ke nachu gi,{'document_tone': {'tones': []}}
Syed ali Hussain,Right in democracy I dont no why police stop.,{'document_tone': {'tones': []}}
BILL DHALIWAL,WORLD IS WATCHING . SOON WORLD WILL BE CURSING SUCH GOVT. AND PUTTING PRESSURE . NO ESCAPE . YOU CANNOT SCARE PUNJAB .ENOUGH IS ENOUGH .,"{'document_tone': {'tones': [{'score': 0.627468, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'WORLD IS WATCHING .', 'tones': [{'score': 0.664058, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'SOON WORLD WILL BE CURSING SUCH GOVT.', 'tones': [{'score': 0.664019, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'AND PUTTING PRESSURE .', 'tones': [{'score': 0.533505, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 3, 'text': 'NO ESCAPE .', 'tones': []}, {'sentence_id': 4, 'text': 'YOU CANNOT SCARE PUNJAB .ENOUGH IS ENOUGH .', 'tones': []}]}"
BILL DHALIWAL,victory to farmers . yes .,"{'document_tone': {'tones': [{'score': 0.663772, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'victory to farmers .', 'tones': [{'score': 0.632177, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'yes .', 'tones': []}]}"
Viswa Kalluru,Jai formers rip BJP,"{'document_tone': {'tones': [{'score': 0.73063, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
Farida Batool 0001,Why farmers of other state didnot protest?,"{'document_tone': {'tones': [{'score': 0.624549, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
,,{'document_tone': {'tones': []}}
nithin ps,Where is Rahul Gandhi,{'document_tone': {'tones': []}}
Philip,"This is inhumane, very good protest, where are the evil BJP, leader&#39;s and MInister&#39;s, why so much of tension at the border&#39;s, why not they allow them to protest peacefully, but instead allowing riots to happen, who&#39;s responsible for this???, Good farmer&#39;s have taken a right decision, fight for all your right&#39;s till the government listen to your pleas, why only social distancing when farmer&#39;s are protesting peacefully? why not social distancing when voting is going on in the State???","{'document_tone': {'tones': [{'score': 0.794212, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This is inhumane, very good protest, where are the evil BJP, leader&#39;s and MInister&#39;s, why so much of tension at the border&#39;s, why not they allow them to protest peacefully, but instead allowing riots to happen, who&#39;s responsible for this???, Good farmer&#39;s have taken a right decision, fight for all your right&#39;s till the government listen to your pleas, why only social distancing when farmer&#39;s are protesting peacefully?', 'tones': []}, {'sentence_id': 1, 'text': 'why not social distancing when voting is going on in the State???', 'tones': []}]}"
Gurwinder Kaur,Nycc,{'document_tone': {'tones': []}}
Martha Iyengar,Common people together on the roads.<br>Against aloof bjp govt,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Common people together on the roads.<br>Against', 'tones': [{'score': 0.660122, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'aloof bjp govt', 'tones': [{'score': 0.745121, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
Martha Iyengar,Why should the haryana govt. Block their way . This is proof of undeclared emergency,"{'document_tone': {'tones': [{'score': 0.775583, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.797642, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.890603, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Why should the haryana govt.', 'tones': [{'score': 0.787929, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Block their way .', 'tones': [{'score': 0.967163, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'This is proof of undeclared emergency', 'tones': [{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
Indian Chhora Wandering,"Tanashahi ,atyachari  ka goddi tore ga Tractors..<br><br>NRC ka upcoming protest  en tractors ka pichhe ane wala hai pura desh me..👍<br>Chalo Kishano..Desh bachao",{'document_tone': {'tones': []}}
Sai Surya,Jai kisan,{'document_tone': {'tones': []}}
krishan kumar,Jeet kisan ki hogi,{'document_tone': {'tones': []}}
Sonali Ghodake,Government should speak to them.,{'document_tone': {'tones': []}}
korula mani,WELL EXPLAINED CONGRESS SIR,"{'document_tone': {'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
HAri oum,"Congress HQ shifted in lahor,iha seref modi dummy con hai kons mp k cm hai.",{'document_tone': {'tones': []}}
Musafir Palbarka,This antinational channel and its sold out host hahahhahahaha,{'document_tone': {'tones': []}}
Manish K S,MSP IS  FREE MONEY and must be removed,"{'document_tone': {'tones': [{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Shantie Maharaj,If d farmers stupid to b provoked den let dem so silly congress dis morning for dem in 70 years only corruption,"{'document_tone': {'tones': [{'score': 0.604645, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
Jun Das,Gurantee MSP is not possible will farmers gurantee quality this is issue how a consumer can purchase a bad quality atta dal rice  in the name of govt this is absurd matter is politice nothing related to bill they are demanding it will hamper general public those who are mango people it will affect inflation hard to effort us this matter is related to politicians and middle man not farmer issue hijack by political parties,"{'document_tone': {'tones': [{'score': 0.822298, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.516273, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Peter Pereira,Now Rajdeep is becoming a bjp agent like arnab the paid agent,{'document_tone': {'tones': []}}
Peter Pereira,Bjp is forcing opposition to bring people on the streets as bjp is anti people as the govt is the worst and the most corrupt in the world,"{'document_tone': {'tones': [{'score': 0.512806, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
Jogender Singh,Congress spokesperson is laughing like mad person,"{'document_tone': {'tones': [{'score': 0.672179, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
Jogender Singh,Facts are crystal clear.. How much msp did UPA give.. Data never lie.. So before taking a stand.. One should see data,"{'document_tone': {'tones': [{'score': 0.72969, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.983939, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Facts are crystal clear.. How much msp did UPA give.. Data never lie..', 'tones': [{'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.958043, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'So before taking a stand..', 'tones': []}, {'sentence_id': 2, 'text': 'One should see data', 'tones': []}]}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Jogender Singh,One should ask to Gaurav who had made this msp rule before BJP?,{'document_tone': {'tones': []}}
Rehan Santhosh,Bjp destroying country 🤦‍♂️,{'document_tone': {'tones': []}}
Roy,This lady is shamelessly laughing on such a serious issue...,"{'document_tone': {'tones': [{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Balaji Shrinivaas Krishnamurthy,Nonsense protest,{'document_tone': {'tones': []}}
Mohammed muzaib,What nonsense Oppostion is ment to act as voice of people shame in godi media,"{'document_tone': {'tones': [{'score': 0.51502, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Mohd Irfan,Why Rajdeep invites Junglee billi?,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Love Peace,People are the prime stakeholders in a democracy and not the few corporates. Inacceptable.. listen to the farmers. Congress cannot even mobilize hundred people. Don&#39;t joke.,"{'document_tone': {'tones': [{'score': 0.502249, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.827288, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'People are the prime stakeholders in a democracy and not the few corporates.', 'tones': []}, {'sentence_id': 1, 'text': 'Inacceptable.. listen to the farmers.', 'tones': [{'score': 0.589849, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 2, 'text': 'Congress cannot even mobilize hundred people.', 'tones': [{'score': 0.556373, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 3, 'text': 'Don&#39;t joke.', 'tones': []}]}"
Jyotiraditya Handa,When the government listened ?lmao,"{'document_tone': {'tones': [{'score': 0.748597, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Jyotiraditya Handa,"<a href=""https://www.youtube.com/watch?v=epdpFygvqd4&amp;t=8m09s"">8:09</a> so damn coooool 😂","{'document_tone': {'tones': [{'score': 0.720814, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
,,{'document_tone': {'tones': []}}
NAIYER,Mic off kar diii sali kutya kiii 😂😂😂😂,{'document_tone': {'tones': []}}
akhtar shamsi,BJP new slogan is becho india rightly said by TRS Cm son,{'document_tone': {'tones': []}}
Lawrence Dsouza,Anti farmer anti people government.,"{'document_tone': {'tones': [{'score': 0.554355, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
