id,message,tone
12,"Is govt support was there indirectly? ,for red fort , feeling suspicious","{'document_tone': {'tones': [{'score': 0.546327, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.972662, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Is govt support was there indirectly?', 'tones': [{'score': 0.646059, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': ',for red fort , feeling suspicious', 'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
13,"Ndtv doing reality check..time to find the meaning of ""reality"" in alternate universe ????????","{'document_tone': {'tones': [{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.90928, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
14,"It's done BJP leaders killed soldiers, farmers, Muslims, and suprime court watching movies . which one made midea RSS together","{'document_tone': {'tones': [{'score': 0.61954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""It's done BJP leaders killed soldiers, farmers, Muslims, and suprime court watching movies ."", 'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'which one made midea RSS together', 'tones': [{'score': 0.502698, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
15,Ndtv ne he srr chdaaya tha. Le lo swaad,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Ndtv ne he srr chdaaya tha.', 'tones': []}, {'sentence_id': 1, 'text': 'Le lo swaad', 'tones': []}]}"
16,NDTV on its regular duty.. coverup,{'document_tone': {'tones': []}}
17,"Already we saw the reality live, again what ndtv going to check.this is selfie spot for ndtv team","{'document_tone': {'tones': [{'score': 0.600343, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
18,Agar  kisaan anaaj  dena band karein to Kya haal hoga Kya us waqt ka intezar hai,{'document_tone': {'tones': []}}
19,"???? ?? ??? ?? ?? ????? ????? ?? ?? ??? ??? ???? ????? ???? ???? ?? ?? , ?????? ?? ????? ?? ????? ??? ??????? ?????? ?? ?? ?????? ?? ??????????? ??????? ?? ???????? ??!",{'document_tone': {'tones': []}}
20,Even NDTV is not real...make it right first....Left-liberal reality is....upside down mindset..!,"{'document_tone': {'tones': [{'score': 0.554859, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
21,Police can't make eye contact. They r guilty,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': ""Police can't make eye contact."", 'tones': []}, {'sentence_id': 1, 'text': 'They r guilty', 'tones': []}]}"
22,"??? ???? ??? ????? ?????? ?????? ?????? ???? ????? ?????? ????? ????? ??? ???? ?, ??? ?????? ??? ????? ???? ??? ?????? ??? ????? , ???????? ????? ????? ???? ???? , ??? ??????? ??????? ???? ?? ??? ??? ??? ???? . ",{'document_tone': {'tones': []}}
23,"A few questions for you to ponder upon, after the incident at Red Fort today: - On the occasion of India's 72nd Republic Day, why was the security so light at Red Fort? - Has this ever occurred to you that, this could be one of the ways for this government to succeed in it's agenda of defaming and failing the whole idea of the tractor rally and farmer protest?  - Why was there no violence in last 60 days, when the farmers were sitting on various  borders of the National Capital Region? - Why was there more police force in a small area like Nangloi, and not at Red Fort, where the Republic Day parade ends, each year. - When the news of disturbance across the city was spread, how come the police never secured the Red Fort and let the hooligans enter? - Why were no tear gas shells or water canons fired at the trouble makers at Red Fort, very unlike what happened at the day when the farmers marched towards Delhi on November 26th, 2020?  Think again, before questioning the farmer's intent.","{'document_tone': {'tones': [{'score': 0.617939, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.692584, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""A few questions for you to ponder upon, after the incident at Red Fort today: - On the occasion of India's 72nd Republic Day, why was the security so light at Red Fort? - Has this ever occurred to you that, this could be one of the ways for this government to succeed in it's agenda of defaming and failing the whole idea of the tractor rally and farmer protest?  - Why was there no violence in last 60 days, when the farmers were sitting on various  borders of the National Capital Region? - Why was there more police force in a small area like Nangloi, and not at Red Fort, where the Republic Day parade ends, each year."", 'tones': []}, {'sentence_id': 1, 'text': '- When the news of disturbance across the city was spread, how come the police never secured the Red Fort and let the hooligans enter?', 'tones': []}, {'sentence_id': 2, 'text': '- Why were no tear gas shells or water canons fired at the trouble makers at Red Fort, very unlike what happened at the day when the farmers marched towards Delhi on November 26th, 2020?', 'tones': [{'score': 0.598503, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 3, 'text': ""Think again, before questioning the farmer's intent."", 'tones': [{'score': 0.987521, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
24,"This violence was not required.  Especially that flag episode on Lal Quila.  By doing so we have given bjp and godi media open door to point fingers at us.   They giving our farmers names like Dangaai and khalistaani etc.  Bhakts are trolling everywhere like cockroaches and insects on social media and blaming our farmers now.  SAME bhakts who were celebrating when JNU viloence occured.  Same bhakts who were supporting Delhi riots that occured after BJP lost elections against Kejrival and 53 people were killed in Delhi riots.  That time these cockroaches were silent but today when farmers frustration turned violent, bhakts are out now  and inciting everyone aginst our farmers and misleading everyone.  This violence has given a golden chance to these snakes to spread their venom all over now  Violence is Not the solution in a democratic country of ours. Peaceful protests in non violent manner can be done and won rights.  There was no need to push to this extent.. This looks like a set up to spoil the peaceful march by farmers ...typical and expected...  Modi and Amit  Shah you have to pay for our tears and innocents lives... karma will hit you very soon??","{'document_tone': {'tones': [{'score': 0.551167, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.522125, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This violence was not required.', 'tones': [{'score': 0.507382, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Especially that flag episode on Lal Quila.', 'tones': []}, {'sentence_id': 2, 'text': 'By doing so we have given bjp and godi media open door to point fingers at us.', 'tones': []}, {'sentence_id': 3, 'text': 'They giving our farmers names like Dangaai and khalistaani etc.  Bhakts are trolling everywhere like cockroaches and insects on social media and blaming our farmers now.', 'tones': []}, {'sentence_id': 4, 'text': 'SAME bhakts who were celebrating when JNU viloence occured.', 'tones': [{'score': 0.625436, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 5, 'text': 'Same bhakts who were supporting Delhi riots that occured after BJP lost elections against Kejrival and 53 people were killed in Delhi riots.', 'tones': [{'score': 0.513259, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 6, 'text': 'That time these cockroaches were silent but today when farmers frustration turned violent, bhakts are out now  and inciting everyone aginst our farmers and misleading everyone.', 'tones': [{'score': 0.598729, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 7, 'text': 'This violence has given a golden chance to these snakes to spread their venom all over now  Violence is Not the solution in a democratic country of ours.', 'tones': []}, {'sentence_id': 8, 'text': 'Peaceful protests in non violent manner can be done and won rights.', 'tones': [{'score': 0.612824, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 9, 'text': 'There was no need to push to this extent..', 'tones': []}, {'sentence_id': 10, 'text': 'This looks like a set up to spoil the peaceful march by farmers ...typical and expected...  Modi and Amit  Shah you have to pay for our tears and innocents lives... karma will hit you very soon??', 'tones': [{'score': 0.615741, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
25,Crocodile tears...,"{'document_tone': {'tones': [{'score': 0.749076, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
26,An eye opener for modi,{'document_tone': {'tones': []}}
29,Hindutva goons were there who created all these mayhem in delhi.. farmers were protesting peacefully but it was planned by bjp to malign the image of peaceful protest,{'document_tone': {'tones': []}}
30,NDTV vi bikh gaya kiya Godi se?? Or else NDTV is trying to hv some  thing from Chaddis,"{'document_tone': {'tones': [{'score': 0.913819, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
31,Ndtv newly auctioned media to bjp. ,{'document_tone': {'tones': []}}
32,"Really thankful to NDTV, without you it wouldn't have been possible today . .keep on covering us...rgds.. Pakistan & Khalistan","{'document_tone': {'tones': [{'score': 0.842261, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.870325, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""Really thankful to NDTV, without you it wouldn't have been possible today ."", 'tones': [{'score': 0.932837, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '.keep on covering us...rgds.. Pakistan & Khalistan', 'tones': []}]}"
33,??? ??????? ???? ????????? ?? ???? ?? ?? ??????? ?? ????? ???? ?? ??? ??? ?? ???? ?? ???? ?? #FarmersProtestDelhi2020 ,{'document_tone': {'tones': []}}
34,"bose d k Nehru dynasty tv aka slave of 10 janpath, say it loud and clear that "" hooligans, thugs, fringe, rowdies, bigots, scum, morons have breached agreed route and time, and attacked police and media with RODS, STICKS, SWORDS, ramped TRACTORS ON, TO POLICE, destroyed PROPERTIES DISRESPECTED NATIONAL FLAG......these fellows call themselves farmers? these fellows call it peaceful protest ?....enough of too much TOLERANCE from government, common citizens and 98% of farmers of India outside Punjab. time to flush these bullies out and no more tolerating this s****","{'document_tone': {'tones': [{'score': 0.534132, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.624531, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'bose d k Nehru dynasty tv aka slave of 10 janpath, say it loud and clear that "" hooligans, thugs, fringe, rowdies, bigots, scum, morons have breached agreed route and time, and attacked police and media with RODS, STICKS, SWORDS, ramped TRACTORS ON, TO POLICE, destroyed PROPERTIES DISRESPECTED NATIONAL FLAG......these fellows call themselves farmers?', 'tones': [{'score': 0.552673, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 1, 'text': 'these fellows call it peaceful protest ?....enough of too much TOLERANCE from government, common citizens and 98% of farmers of India outside Punjab.', 'tones': []}, {'sentence_id': 2, 'text': 'time to flush these bullies out and no more tolerating this s****', 'tones': []}]}"
35,ye jo police hai ye Asli nahi hai ye r s s ke owr b j p ke dalal log hai,{'document_tone': {'tones': []}}
36,Aa gaye dangsi ke bachao me rndtv,{'document_tone': {'tones': []}}
37,And you tell us reality ?? ????,"{'document_tone': {'tones': [{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
38,Dilli police!  Chudi pahenlo. ,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Dilli police!', 'tones': []}, {'sentence_id': 1, 'text': 'Chudi pahenlo.', 'tones': []}]}"
39,All farmers are Sikh or all Sikhs are farmers?  What's wrong,"{'document_tone': {'tones': [{'score': 0.797438, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.975399, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'All farmers are Sikh or all Sikhs are farmers?', 'tones': [{'score': 0.613381, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': ""What's wrong"", 'tones': [{'score': 0.931034, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
41,The Khalistan flag the hoisted below tiranga. There's something written on the flag and I believe it's Khalistan. Because I have seen either nothing or Khalistan with sikh mark on a flag.,"{'document_tone': {'tones': [{'score': 0.74165, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.974629, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'The Khalistan flag the hoisted below tiranga.', 'tones': []}, {'sentence_id': 1, 'text': ""There's something written on the flag and I believe it's Khalistan."", 'tones': [{'score': 0.537045, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.957828, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'Because I have seen either nothing or Khalistan with sikh mark on a flag.', 'tones': [{'score': 0.833126, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
47,How many people are in more pain now than they were when Modi gave the Red Fort to Dalmia?,"{'document_tone': {'tones': [{'score': 0.569989, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
48,real violators,"{'document_tone': {'tones': [{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
49,"Those who say khalistan is a dead issue, live in fool's paradise.","{'document_tone': {'tones': [{'score': 0.608167, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
50,Hope these protestors get thrashed out in same manner,"{'document_tone': {'tones': [{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
51,PAKISTAN CONGRATS SIKHS TERRORISTS..,"{'document_tone': {'tones': [{'score': 0.819197, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
53,"Firstly they disrespected Indian flag, if it is a farmers protest, they should have hoisted Indian flag, the protest is not about sikh religion, what's the point in bringing Religion and hoisting Khalistani flag  in farmers protest, that tells everything about their agenda.",{'document_tone': {'tones': []}}
56,Indian Farmers speak English. Still some morons believe that India is not growing,"{'document_tone': {'tones': [{'score': 0.626433, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.993284, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Indian Farmers speak English.', 'tones': [{'score': 0.661078, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Still some morons believe that India is not growing', 'tones': [{'score': 0.976993, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
63,sochi samjhi saazish hai...mai bahot eager thi kisaano ki railey dekhne k liye .... ????,{'document_tone': {'tones': []}}
66,? ?? ?????? ???? ????? ?? ???? ????,{'document_tone': {'tones': []}}
67,"Haters !! when BJP goons destroyed Babri?? And many other times ?? With violations did you guys speak ?  Farmers need no laws .. repeal , so they go home ..  Farmers dint harm Indian Flag , they hoist their own flag in protest. On empty pole.  Don’t try to defame ... police did lathi charge and they got response from youth.   It was peaceful and is still peaceful ","{'document_tone': {'tones': [{'score': 0.548321, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Haters !! when BJP goons destroyed Babri??', 'tones': [{'score': 0.71257, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 1, 'text': 'And many other times ?? With violations did you guys speak ?', 'tones': []}, {'sentence_id': 2, 'text': 'Farmers need no laws .. repeal , so they go home ..  Farmers dint harm Indian Flag , they hoist their own flag in protest.', 'tones': []}, {'sentence_id': 3, 'text': 'On empty pole.', 'tones': [{'score': 0.62041, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 4, 'text': 'Don’t try to defame ... police did lathi charge and they got response from youth.', 'tones': [{'score': 0.646387, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'It was peaceful and is still peaceful', 'tones': []}]}"
68,Wow pathetic if people not know to protest and make govt accept peacefully patiently they shouldn't protest,"{'document_tone': {'tones': [{'score': 0.532193, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.855572, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
69,"They are fool, they think our generosity is our weakness. Their thinking is worst than madrassachap. They believe with just swords and merely 1% population can convert entire India Khalistan. They're just doing more harm to their future generations. We love them, they think its our weakness. What would have happened if any islamic organization did the same what they did today. It would have been completely different picture now. Because we and govt still love them, we are still with patient in mind. But everything has a limit, as far as self security is concerned.","{'document_tone': {'tones': [{'score': 0.655395, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.735198, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.795534, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'They are fool, they think our generosity is our weakness.', 'tones': [{'score': 0.72384, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Their thinking is worst than madrassachap.', 'tones': [{'score': 0.710819, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'They believe with just swords and merely 1% population can convert entire India Khalistan.', 'tones': [{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 3, 'text': ""They're just doing more harm to their future generations."", 'tones': [{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 4, 'text': 'We love them, they think its our weakness.', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'What would have happened if any islamic organization did the same what they did today.', 'tones': [{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 6, 'text': 'It would have been completely different picture now.', 'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 7, 'text': 'Because we and govt still love them, we are still with patient in mind.', 'tones': [{'score': 0.601319, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 8, 'text': 'But everything has a limit, as far as self security is concerned.', 'tones': [{'score': 0.578826, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.944551, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
71,Shame on these protestors rather say terrorists. Where were their Kisan Union leaders? ?? They're Pakistani paid ISI agent & Khalistan terrorist. Or Congress paid ISI agent ?,"{'document_tone': {'tones': [{'score': 0.85591, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Shame on these protestors rather say terrorists.', 'tones': [{'score': 0.595191, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': ""Where were their Kisan Union leaders? ?? They're Pakistani paid ISI agent & Khalistan terrorist."", 'tones': []}, {'sentence_id': 2, 'text': 'Or Congress paid ISI agent ?', 'tones': [{'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
72,Real Hero,"{'document_tone': {'tones': [{'score': 0.674434, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
73,So said This is Real hero,"{'document_tone': {'tones': [{'score': 0.584025, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
75,RNDTV trying to salvage.,"{'document_tone': {'tones': [{'score': 0.585286, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
76,Violence planned by bjp,{'document_tone': {'tones': []}}
77,Ndtv  khalistani together,"{'document_tone': {'tones': [{'score': 0.62973, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
78,TattiTv ,{'document_tone': {'tones': []}}
88,https://m.thewire.in/article/communalism/cia-world-factbook-bajrang-dal-vhp-religious-militant-organisations/amp,{'document_tone': {'tones': []}}
96,https://www.facebook.com/tuttea.tara/videos/3701874639893414/,{'document_tone': {'tones': []}}
97,NDTV is biased,{'document_tone': {'tones': []}}
98,NDTV Reality check.. Lol Harvard returns ??,"{'document_tone': {'tones': [{'score': 0.598549, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
99,Amit.sha gangster team done this.as he done in godhre,{'document_tone': {'tones': []}}
100,Pakistan succeeded in what they wanted,{'document_tone': {'tones': []}}
101,NDTV and Reality check ????????????????,"{'document_tone': {'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
