id,message,tone
12,"Next part of the protest;  1) 1 million women and children only to march on Delhi in support of farming reform  2) Farmers from the North need to form a politics group and start to travel around the country and explain in local languages in each state what the BJP and Modi are doing.   Selling India’s land to the highest bidder, making labourer paid even less and making landowners slaves in their own field.  Start with 1 million women and children only protest sitting down in Delhi. Come on we can do this! ","{'document_tone': {'tones': [{'score': 0.642325, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660039, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Next part of the protest;  1) 1 million women and children only to march on Delhi in support of farming reform  2) Farmers from the North need to form a politics group and start to travel around the country and explain in local languages in each state what the BJP and Modi are doing.', 'tones': []}, {'sentence_id': 1, 'text': 'Selling India’s land to the highest bidder, making labourer paid even less and making landowners slaves in their own field.', 'tones': [{'score': 0.580379, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.728394, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'Start with 1 million women and children only protest sitting down in Delhi.', 'tones': []}, {'sentence_id': 3, 'text': 'Come on we can do this!', 'tones': []}]}"
13,As planned by  when they gave permission for tractors to enter..kapil n party at work,{'document_tone': {'tones': []}}
14,"Farmers are holding a tractor rally in the capital New Delhi today on the occasion of the 72nd Republic Day of India. The rally has been dubbed the Tractor Parade. Thousands of protesting farmers entered the capital, New Delhi, with their tractors and pounded New Delhi's bricks, leaving the Modi government helpless.","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Farmers are holding a tractor rally in the capital New Delhi today on the occasion of the 72nd Republic Day of India.', 'tones': []}, {'sentence_id': 1, 'text': 'The rally has been dubbed the Tractor Parade.', 'tones': []}, {'sentence_id': 2, 'text': ""Thousands of protesting farmers entered the capital, New Delhi, with their tractors and pounded New Delhi's bricks, leaving the Modi government helpless."", 'tones': [{'score': 0.515856, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
15,Liers. One sided coverage. They must see videos of police beaten and who feel in drain to save themselves.,"{'document_tone': {'tones': [{'score': 0.505823, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.61954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Liers.', 'tones': []}, {'sentence_id': 1, 'text': 'One sided coverage.', 'tones': []}, {'sentence_id': 2, 'text': 'They must see videos of police beaten and who feel in drain to save themselves.', 'tones': [{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
16,"This reporter should be fired. As a reporter, his job is to report news, not direct it. ","{'document_tone': {'tones': [{'score': 0.859164, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.668742, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This reporter should be fired.', 'tones': []}, {'sentence_id': 1, 'text': 'As a reporter, his job is to report news, not direct it.', 'tones': [{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
17,"Tum Raat Likho Hum Chand Likhenge,  Tum jail mein dalo Hum deewar Phaand Likhenge,  Tum FIR Likho Hum Hain Taiyar Likhenge,  Tum Humein Qatl kar do Hum banke Bhoot likhenge,  Tumhare Qatl ke saare saboot Likhenge aur Tum adalaton se Baith kar Chutkule Likho,  Hum sadkon Deewaron pe Insaf likhenge,  Behre bhi sun le itni zor se Bolenge,  Aandhe bhi padh lein itna saf Likhenge Tum zameen pe Zulm likh do,  Asman pe INQUILAB LIKHA JAYEGA",{'document_tone': {'tones': []}}
18,??? ???? ?? ??????? ?? ?????? ?? ??? ????? ????? ?????? ?? ?? ?? ??? ?? ????? ?? ? ????? ?? ?? ?? ?????  ??? ????? ??? ????? ???????,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': '??? ???? ?? ??????? ?? ?????? ?? ??? ????? ????? ?????? ?? ?? ?? ??? ?? ????? ?? ?', 'tones': []}, {'sentence_id': 1, 'text': '????? ?? ?? ?? ?????  ??? ????? ??? ????? ???????', 'tones': []}]}"
19,Anrav Benerji talibani law implement krwa lo waise jiski tu baat kr rha wo hindu talibani hai,{'document_tone': {'tones': []}}
20,Saare Bjp de TATTU (Andhbhakts/Modibhakts) jinha kolo 2 months farmers naal ho rahe dhakke vaare chooo tak nahi kite gaye aj kisana ne lal qila (Redfort) te kesari jhanda lagata te takleef horahe hai  Ehi jad Babri masjid tod k RSS da jhanda laya c ta badi achievement feel kar rahe c  Mei kisi dharam de khilaf Nahi haan but att te khuda da vair hunda  Je dhaka karoge ta eh sab hoyega  #isupportfarmers #istandwithfarmerschallenge?,{'document_tone': {'tones': []}}
21,"Des ka ghadhar NDTV aj bahut khus hai, par jiske andar thodi bhut des byakti es andolan ka bhulkebirod karen or es andolan ko samthan karna band karen.",{'document_tone': {'tones': []}}
22,Kisano ko badnam karne ki sajish sarkaro ki,{'document_tone': {'tones': []}}
23,"On the Republic Day of India The declaration of war on India was an insult to the Indian national flag on the top of the fort, a symbol of India's power! It must backfire!","{'document_tone': {'tones': [{'score': 0.668742, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.701849, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""On the Republic Day of India The declaration of war on India was an insult to the Indian national flag on the top of the fort, a symbol of India's power!"", 'tones': [{'score': 0.519491, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'It must backfire!', 'tones': [{'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
24,"?? ??????? ????? ????????? ?? ??? ?? ???? ?? ???????? ?? ?? ??? ?? ??? ???? ?? ??? ???? ???? ???? ??? ?? ? ???? ???? , ?? ????? ???? ?? ?? ???? ?? ?   ?? ?? ?? ???? ?? ?? ????? ?? , ???? ???? ????? ??? ?","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': '?? ??????? ????? ????????? ?? ??? ?? ???? ?? ???????? ?? ?? ??? ?? ??? ???? ?? ??? ???? ???? ???? ??? ?? ?', 'tones': []}, {'sentence_id': 1, 'text': '???? ???? , ?? ????? ???? ?? ?? ???? ?? ?', 'tones': []}, {'sentence_id': 2, 'text': '?? ?? ?? ???? ?? ?? ????? ?? , ???? ???? ????? ??? ?', 'tones': []}]}"
25,?? ?? ????? ????? ?? ??? ???? ?? ??? ?????? ?? ???????? ??.. ??? ??????? ?? ???? ?????? ?????? ?? ???? ?? ????? ???? ????? ???? ?? ?????? ?? ???? ????? ???? ???????? ???????,{'document_tone': {'tones': []}}
26,"??? ??? ?????? ????? ????, ?? ?????????? ?? ????? ?????? ??  ????? ?????? ?? ????? ?? ?????? ?? ??????? ?????? ????? ?? ???? ???? ?? ???? ??? ??????? ???? ?? ???? ??? ??? ?? ??? ??? ?????? ??????? ?????? ?????? ??? ??? ?? ??? ?????? ??? ??  ???????????? ?? Amit Shah  ?? ????? ???????? ?? ??? ???? ?? ????? ??... ????? ?? ??? ????? ?? ?? ????? ???",{'document_tone': {'tones': []}}
27,,{'document_tone': {'tones': []}}
28,,{'document_tone': {'tones': []}}
29,Great work farmers. Modi n his fascists need to be taken out for the sake of Indian democracy,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Great work farmers.', 'tones': [{'score': 0.689025, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Modi n his fascists need to be taken out for the sake of Indian democracy', 'tones': []}]}"
30,Good breeding ground for Covid19.,"{'document_tone': {'tones': [{'score': 0.753158, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
31,"Today everyone is saying that they caused violence but no one knows exact reality  Here it is farmers marched towards and police then did a lathicharge on old men which agitated the youth farmers and the nihangs going along, When the youth and nihangs strikes back to police they used tear gas not only that the bus they are showing is aligned in a way to block the road so farmers using there tractors tried to remove them aside.Next police did a heavy tear gas shell firing on them and did lathi charge again which provoked the farmers at that point a bullet hit a farmer in his head and he died after that which agitated the farmers and the clash started. Soon after they again tried to stop them and while a man was removing barricades using his tractor the police man slides the barricade which tilted the tractor and man died as he was crushed under. These incidents made farmers adopting outraged actions. This cheap tactics used by police turned it violent","{'document_tone': {'tones': [{'score': 0.640633, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.654266, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Today everyone is saying that they caused violence but no one knows exact reality  Here it is farmers marched towards and police then did a lathicharge on old men which agitated the youth farmers and the nihangs going along, When the youth and nihangs strikes back to police they used tear gas not only that the bus they are showing is aligned in a way to block the road so farmers using there tractors tried to remove them aside.Next police did a heavy tear gas shell firing on them and did lathi charge again which provoked the farmers at that point a bullet hit a farmer in his head and he died after that which agitated the farmers and the clash started.', 'tones': [{'score': 0.676554, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.568447, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Soon after they again tried to stop them and while a man was removing barricades using his tractor the police man slides the barricade which tilted the tractor and man died as he was crushed under.', 'tones': [{'score': 0.645598, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'These incidents made farmers adopting outraged actions.', 'tones': []}, {'sentence_id': 3, 'text': 'This cheap tactics used by police turned it violent', 'tones': []}]}"
32,"They should be charged under public safety act, like in Kashmir","{'document_tone': {'tones': [{'score': 0.703409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
33,Still NDTV calling them farmers. NDTV is still on drugs,"{'document_tone': {'tones': [{'score': 0.75996, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Still NDTV calling them farmers.', 'tones': [{'score': 0.73725, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'NDTV is still on drugs', 'tones': [{'score': 0.627125, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
34,"?? ?? ?? ????? ?? ???? ???? ??? ?? ?? ?? ?? ,????? ?? ??? ?? ????? ???????? ?? ?? ???? ?????? ?????? ?? ??? ???? ?? ???????? ???? ?? ?????? ?????? !?? ???? ?? ?? ???? ?? ??????? ?? ??? ?? !",{'document_tone': {'tones': []}}
35,"It is not a heroic act to lower the national flag and hoist one's own flag, it is called terrorism",{'document_tone': {'tones': []}}
36,??? ????? ?? ?? ?????? ?? 26 ????? ?? ?? ???? ?? ??? ?? ?? ?? ?????? ?? ???? ?? ?? ?? ?? @,{'document_tone': {'tones': []}}
37,"???? ??? ?? ???????? ?? ?? ??? ??? ??? ????? ?? ???????? ??????,,,, ????? ?? ???? ????,,,, ?????? ??? ?? ?????,,,????? ????? ???????? ?? ???????,,,,,??? ???? ?? ?????? ??? ?? ??????,,,?? ???? ??? ???? ?? ????? ???????  ???? ?? ?? ???? ??? ?? ??? ??,,,,??? ?? ???? ??? ????? ?? ??? ?? ??????    ???? ???? ??? ???? ???????!!!!!  ??? 55 ??? ?? ???? ??? 35 ??? ?? ???????? ???????? ?? ??? ?? ????? ?? ???? ?? ?????? ?? ??? ???  ?? ???? ???  ???? ???? ???? ???? ??????? ?? ???? ?????? ?? ???????? ????? ?? ?????? ?? ???? ???? ???? ?????",{'document_tone': {'tones': []}}
38,HAVENT THEY SOLD THE RED FORT TOO ....,{'document_tone': {'tones': []}}
39,And PM is sleeping ,{'document_tone': {'tones': []}}
40,Let UP police let this handel.... All clear in one hour...,"{'document_tone': {'tones': [{'score': 0.754451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.994026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Let UP police let this handel....', 'tones': []}, {'sentence_id': 1, 'text': 'All clear in one hour...', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.993864, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
41,"Farmer's are MASTER. Government is Public SERVANT. Primary duty of any Government is to serve its master, the FARMER'S.","{'document_tone': {'tones': [{'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""Farmer's are MASTER."", 'tones': [{'score': 0.614273, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Government is Public SERVANT.', 'tones': []}, {'sentence_id': 2, 'text': ""Primary duty of any Government is to serve its master, the FARMER'S."", 'tones': [{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
42,Khalistan zinda baad,{'document_tone': {'tones': []}}
43,?????? ??? ???? ??? ?? ???????? ?????? ?? ???? ???? ????? ??????,{'document_tone': {'tones': []}}
44,????? ??????? ???? ?? ????????? ??? ?? ???? ???? ????  ??? ?? ??????? ???? ???? ????? ????? ???? ??? ???? ?? ??????? ???? ???  ???? ?? ???? ?????? ?????? ???? ?? ???? ???? ???? ??? ??? ??? ?? ?????? ???  ????? ????? ?? ?? ??? ????? ???,{'document_tone': {'tones': []}}
45,This was supposed to be non political protest what is CPM MP Bikash Ranjan doing?,"{'document_tone': {'tones': [{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
46,Thank you NDTV for showing reality of this pic,"{'document_tone': {'tones': [{'score': 0.839362, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
47,,{'document_tone': {'tones': []}}
48,"There is no difference between the so called Islamic flags, and the Pakistani/Turkic flags.  Similarly, no difference between Nishan Sahib and the Khalistani flag. You may call it whatever you want, but we all know what it symbolises.","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'There is no difference between the so called Islamic flags, and the Pakistani/Turkic flags.', 'tones': []}, {'sentence_id': 1, 'text': 'Similarly, no difference between Nishan Sahib and the Khalistani flag.', 'tones': []}, {'sentence_id': 2, 'text': 'You may call it whatever you want, but we all know what it symbolises.', 'tones': []}]}"
49,,{'document_tone': {'tones': []}}
50,"RSS workers raise the saffron pennant at their annual convention inside the Red Fort in 1980  Pic: Sharad Saxena, India Today archives",{'document_tone': {'tones': []}}
51, History repeat hoti hai ??,{'document_tone': {'tones': []}}
52,,{'document_tone': {'tones': []}}
53,"Ya !! Democracy.. Yes !! Farmers Protest.. Yes !! Peaceful farmers protest.. Check how this protesters have insulted the Indian Flag , Shame !!!",{'document_tone': {'tones': []}}
54,,{'document_tone': {'tones': []}}
55,,{'document_tone': {'tones': []}}
56,,{'document_tone': {'tones': []}}
57,They should be charged under UAPA. Delhi police should learn something from UP police how to control the crowd.,"{'document_tone': {'tones': [{'score': 0.680948, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'They should be charged under UAPA.', 'tones': []}, {'sentence_id': 1, 'text': 'Delhi police should learn something from UP police how to control the crowd.', 'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
58,,{'document_tone': {'tones': []}}
59,,{'document_tone': {'tones': []}}
60,,{'document_tone': {'tones': []}}
61,,{'document_tone': {'tones': []}}
62,"????? ??? ?????, ????, ????,  ????? ?? ??????? ????,  ????????? ??????? ?? ??????,  ???  ??? ?? ?? ?????? ????? ?? ????? ?????? ??? ??? ?? ?? ?? ?????????  ??...  ?????????? ?????, ????? ?????? ?? ????? ????? ?? ???????? ?????.., ???? ??????? 1984 ??? ???? ???? ?? ???? ?????? ??????? ??? ????? ???? ?? ?? ????!!",{'document_tone': {'tones': []}}
63,,{'document_tone': {'tones': []}}
64,,{'document_tone': {'tones': []}}
65,,{'document_tone': {'tones': []}}
66,,{'document_tone': {'tones': []}}
67,"you call those throwing STONES, RODS, STICKS, ATTACK WITH SWORDS, RAMP TRACTORS ONTO POLICE AS "" PEACEFUL FARMERS"" ????? they r HOOLIGANS, COWARDS, ROWDIES, THUGS, FRINGE, SCUMBAGS, BIGOTS, MORONS...","{'document_tone': {'tones': [{'score': 0.607188, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
68,,{'document_tone': {'tones': []}}
69,,{'document_tone': {'tones': []}}
70,"??? ???? ????? ?? ????  ?? ?? ???? ????? ?? ????  ?? ? ?? ?? ??? ???? ??? ???? ????? ???????, ???? ??????? ?? ???? ??????? ?? ???? ?????,???? ???? ?? ?? ??? ?? ?????? ?? ???? ???? ????? ?????? ????? ?? RAF ?? ?????? ?? ??, ?? ?? ?????????? ???? ???? ??? ?? ??????? ?? ?????? ???????? ??? ??? ???, ?? ???? ???? ??? ????? ???? ????? ??? ?? ??? ????? ????","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': '??? ???? ????? ?? ????  ?? ?? ???? ????? ?? ????  ?? ?', 'tones': []}, {'sentence_id': 1, 'text': '?? ?? ??? ???? ??? ???? ????? ???????, ???? ??????? ?? ???? ??????? ?? ???? ?????,???? ???? ?? ?? ??? ?? ?????? ?? ???? ???? ????? ?????? ????? ?? RAF ?? ?????? ?? ??, ?? ?? ?????????? ???? ???? ??? ?? ??????? ?? ?????? ???????? ??? ??? ???, ?? ???? ???? ??? ????? ???? ????? ??? ?? ??? ????? ????', 'tones': []}]}"
71,Come on let’s justify this farmer who thrown Tiranga ???? away for hoist his flag.. ,"{'document_tone': {'tones': [{'score': 0.821444, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
72,,{'document_tone': {'tones': []}}
73,,{'document_tone': {'tones': []}}
74,,{'document_tone': {'tones': []}}
75,,{'document_tone': {'tones': []}}
76,,{'document_tone': {'tones': []}}
77,#sikh is victims of Hindu terrorism,"{'document_tone': {'tones': [{'score': 0.701132, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
78,,{'document_tone': {'tones': []}}
79,My blood boils   To see this disrespect of my nation and the police constables ,"{'document_tone': {'tones': [{'score': 0.767609, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
80,Fake farmers proved they r anti nationals ,"{'document_tone': {'tones': [{'score': 0.643015, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
81,,{'document_tone': {'tones': []}}
82,,{'document_tone': {'tones': []}}
83,,{'document_tone': {'tones': []}}
84,"??? ???? ?? ?????? ?? ??? ???? ?? ?? ??????? ????? ?? ??? ?????, ????? ???? ?????? ??? ?????? ?? (?? ?? ??????? ?? ??? ????? ?? ??????? ???? ??) ??????? ????? ?? ??? ??? ????? ?? ??????? ????? ?? ??????? ?? ?????? ???   ??????? ????????? ????????? ??? ???????? ????? ????? ?? ??? ???? ?? ???? ???? ?? ?? ???? ????????? ?? ????   ?? ??? ??????? ????? ???? ?????? ????? ???? ?? ????????? ?? ??? ?? ????? ??? ???? ????????? ?? ????? ???? ??? ??? ???   ?? ?? ??????? ????? ?? ??? ???? ??? 100 ????? ?? ???????? ??? ?? ??????? ?????? ?? ???????",{'document_tone': {'tones': []}}
85,Indian Muslims should learn from Sikhs.. Hindu understand the language of ? only ??,"{'document_tone': {'tones': [{'score': 0.973758, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Indian Muslims should learn from Sikhs.. Hindu understand the language of ?', 'tones': [{'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'only ??', 'tones': [{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
86,,{'document_tone': {'tones': []}}
87,???????? bhakton ko bhejo farmers se ladne ke liye,{'document_tone': {'tones': []}}
