id,message,tone
12,Big respect for Sikh farmers.,"{'document_tone': {'tones': [{'score': 0.538321, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
13,"It's not Tractor rally by FARMERS, it's clearly shows a rally of  #KhalistaniTerrorists","{'document_tone': {'tones': [{'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
14,Kash unn me se koi saccha kishan hota toh aaj apni zameen par yeh nahi hone deta... What a shameful day...??,{'document_tone': {'tones': []}}
15,?? ???? ????? ???? ?? ??????? ?? ??? ?? ???? ?? ???????? ?? ????????? ?? ?? ??? ? ??? ?? ?? ?? ?? ???? ?????? ?? ?? ?????? ?? ?????? ?? ?? ?????? ?? ?? ??????? ?????? ????,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': '?? ???? ????? ???? ?? ??????? ?? ??? ?? ???? ?? ???????? ?? ????????? ?? ?? ??? ?', 'tones': []}, {'sentence_id': 1, 'text': '??? ?? ?? ?? ?? ???? ?????? ?? ?? ?????? ?? ?????? ?? ?? ?????? ?? ?? ??????? ?????? ????', 'tones': []}]}"
16,Kisan toh koi nai h en mai sale gunda gardi kr  rahe h,{'document_tone': {'tones': []}}
17,All the prayers are for Kisan health & safety.,"{'document_tone': {'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
18,Bc tum logo ke chakkar mai koi or majaa le raha h ...tum bss naam ke kishan ho,"{'document_tone': {'tones': [{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
19,???? ????,{'document_tone': {'tones': []}}
20,India is agrarian country and we depend hugely upon   the    farmers for the countrys welfare,"{'document_tone': {'tones': [{'score': 0.508623, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
21,kuch kutto ko ya sob dekh kor hashi aa raha hain...shamless people ,"{'document_tone': {'tones': [{'score': 0.56542, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
22,Hindus gov have asked Sikhs not to display Nishan Saheb on top of tractors. Why do they hate Sikhs.,"{'document_tone': {'tones': [{'score': 0.601151, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Hindus gov have asked Sikhs not to display Nishan Saheb on top of tractors.', 'tones': [{'score': 0.520791, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Why do they hate Sikhs.', 'tones': [{'score': 0.884493, 'tone_id': 'anger', 'tone_name': 'Anger'}]}]}"
23,Why govt gave this permission,"{'document_tone': {'tones': [{'score': 0.675708, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
24,BJP's Deep Sidhu & his followers were the ones who tried to siege Red Fort & hoisted Nishan Sahib flag. ????????????????????????https://www.facebook.com/1043977709323291/posts/1562740860780304/,"{'document_tone': {'tones': [{'score': 0.751891, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""BJP's Deep Sidhu & his followers were the ones who tried to siege Red Fort & hoisted Nishan Sahib flag."", 'tones': []}, {'sentence_id': 1, 'text': '????????????????????????https://www.facebook.com/1043977709323291/posts/1562740860780304/', 'tones': []}]}"
25,Farmers are doing their best. ??,"{'document_tone': {'tones': [{'score': 0.793111, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Farmers are doing their best.', 'tones': [{'score': 0.793111, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': '??', 'tones': []}]}"
26,Evil comes in all sorts of kinds and faces.,"{'document_tone': {'tones': [{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
27,,{'document_tone': {'tones': []}}
28,,{'document_tone': {'tones': []}}
29,All is not lost. I just saw this tweet. https://twitter.com/Arun2981/status/1354064012867104768?s=08,"{'document_tone': {'tones': [{'score': 0.996188, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'All is not lost.', 'tones': [{'score': 0.946949, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'I just saw this tweet.', 'tones': [{'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'https://twitter.com/Arun2981/status/1354064012867104768?s=08', 'tones': []}]}"
30,Palm oil 1Ltr jumped from Rs 72 to Rs 123 Refined sunflower oil jumped from Rs85 to Rs 145 Petrol jumped from Rs 74 to Rs92 Like all prices are flying high and our PM is flying kite of Hindu Muslim,{'document_tone': {'tones': []}}
31,Enough is enough...! Call army,{'document_tone': {'tones': []}}
32,"Farmers are mother of Nature,  and not Terrorists.","{'document_tone': {'tones': [{'score': 0.597845, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
33,These are not farmers. They are Khalistani activist and terrorists,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'These are not farmers.', 'tones': []}, {'sentence_id': 1, 'text': 'They are Khalistani activist and terrorists', 'tones': []}]}"
34,Still think they are farmers. Aj protest karne do. Kal dhund dhund ke andar karo,"{'document_tone': {'tones': [{'score': 0.720783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Still think they are farmers.', 'tones': [{'score': 0.621598, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Aj protest karne do.', 'tones': [{'score': 0.61777, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 2, 'text': 'Kal dhund dhund ke andar karo', 'tones': []}]}"
35,"??? ?? ??? ?? ??? ??? ?? ?? ????? ???? ????? ?? ????? ??? ?? ?????? ?????? ???? ???? ???? ??? ????? ?? ?????? ???????? ?? ???? ??????? ?? ??? ???? ??? ??? ???? ?????, ????? ?? ???? ??? ???? ??? ??? ???? ??????",{'document_tone': {'tones': []}}
36,"I have been following the farmers agitation for a long time now . It was very confusing initially .  But now it's disgusting .   I read somewhere that promise of the new changes in farm laws were in the Congress manifesto of 2019 ,   I saw mr Pawar's interview as Central agriculture minister in which he proposed the same changes that are in the new law.   I saw an  interview of Mr Kejriwal where he proposed that the same changes be made in the farm laws.   And now these guys are opposing the same.   Then the  government had a series of meetings with the farmers' leaders which were inconclusive.  Then  the supreme court suggested that an expert  committee be formed to go through the clauses with a fine tooth comb and get both parties to come to an agreement, which the farmers rejected. Then the government agreed that the laws will be kept in abeyance for the next 18 months till an amicable solution is found, which the farmers rejected.  And today they invade Delhi city , break all the laws ,  destroy public and private property ,  attack with swords , beat up on duty police personnel.  And now I feel enough is enough.","{'document_tone': {'tones': [{'score': 0.698879, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.583609, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.714196, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.675403, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'I have been following the farmers agitation for a long time now .', 'tones': []}, {'sentence_id': 1, 'text': 'It was very confusing initially .', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': ""But now it's disgusting ."", 'tones': [{'score': 0.931034, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 3, 'text': ""I read somewhere that promise of the new changes in farm laws were in the Congress manifesto of 2019 ,   I saw mr Pawar's interview as Central agriculture minister in which he proposed the same changes that are in the new law."", 'tones': []}, {'sentence_id': 4, 'text': 'I saw an  interview of Mr Kejriwal where he proposed that the same changes be made in the farm laws.', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'And now these guys are opposing the same.', 'tones': []}, {'sentence_id': 6, 'text': ""Then the  government had a series of meetings with the farmers' leaders which were inconclusive."", 'tones': [{'score': 0.63605, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 7, 'text': 'Then  the supreme court suggested that an expert  committee be formed to go through the clauses with a fine tooth comb and get both parties to come to an agreement, which the farmers rejected.', 'tones': [{'score': 0.534854, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 8, 'text': 'Then the government agreed that the laws will be kept in abeyance for the next 18 months till an amicable solution is found, which the farmers rejected.', 'tones': [{'score': 0.701014, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.681087, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 9, 'text': 'And today they invade Delhi city , break all the laws ,  destroy public and private property ,  attack with swords , beat up on duty police personnel.', 'tones': [{'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 10, 'text': 'And now I feel enough is enough.', 'tones': [{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
37,Please remove that word 'farmers' they are not farmers .#indiatoday,{'document_tone': {'tones': []}}
38,Peaceful protest ,{'document_tone': {'tones': []}}
39,Are they really farmers or public property destroyers...?????????,"{'document_tone': {'tones': [{'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
40,Now let's go inside red fort and hoist Nishan Saheb.,{'document_tone': {'tones': []}}
41,They came with Khalistan flag,{'document_tone': {'tones': []}}
42,Remember HAPPY REPUBLIC DAY. ??????,"{'document_tone': {'tones': [{'score': 0.873877, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Remember HAPPY REPUBLIC DAY.', 'tones': [{'score': 0.873877, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '??????', 'tones': []}]}"
43,?? ????? ?? ????? ???? ???? ?????? ???? ?? ????? ?? ?? ???? ????? ???? 26 ????? ?? ?????? ???? ????? ??? ???? ???? ???? ??????? ?? ??? ????? ?????? ????? ?? ????? ?????? ????? ????? ??? ??? ?? ?? ???? ??????? ???? ?????? ?? ??? ?? ??? ??? ???? ?? ???? ??? ?? ??? ?????? ???? ??? ???? ??????? ??? ???? ??? ?????? ????? ??? ????? ??? ????? ?? ?? ????? ??? ????? ???????? ?????? ?? ???? ?? ???? ?????? ?? ?? ????? ???? ??? ???? ????,{'document_tone': {'tones': []}}
44,????? ?? ??? ?? ????????? ??...??? ???? ??? ???? ?? ????? ???? ?? ? ?? ?? ?? ???? ???? ???? ??????? ????? ?? ????? ?? ??? ??????.???? ????? ???? ???? ?? ??.. ?? ???? ?? ???? ?? ????? #????????????? ???? ?????? ?? ??????...,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': '????? ?? ??? ?? ????????? ??...??? ???? ??? ???? ?? ????? ???? ?? ?', 'tones': []}, {'sentence_id': 1, 'text': '?? ?? ?? ???? ???? ???? ??????? ????? ?? ????? ?? ??? ??????.???? ????? ???? ???? ?? ??.. ?? ???? ?? ???? ?? ????? #????????????? ???? ?????? ?? ??????...', 'tones': []}]}"
45,Time aa gya h enko bhagane ka,{'document_tone': {'tones': []}}
46,Modi he to Mumkin he.....,{'document_tone': {'tones': []}}
47,And that group is belong to saffron terrorists,{'document_tone': {'tones': []}}
48,Another propaganda... Police is torturing Kisan Rally... And this Godi Media is showing Fake picture..,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Another propaganda... Police is torturing Kisan Rally...', 'tones': []}, {'sentence_id': 1, 'text': 'And this Godi Media is showing Fake picture..', 'tones': []}]}"
49,"Farmer or infringe elements? Using religious flag at red fort, Is it acceptable?What next from govt of India?","{'document_tone': {'tones': [{'score': 0.61954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Farmer or infringe elements?', 'tones': [{'score': 0.507551, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'Using religious flag at red fort, Is it acceptable?What next from govt of India?', 'tones': [{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
50,In Kulab Jindha bad,"{'document_tone': {'tones': [{'score': 0.626202, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
51,Straight away to the Canada. ????????,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Straight away to the Canada.', 'tones': []}, {'sentence_id': 1, 'text': '????????', 'tones': []}]}"
52,JALLIANWALA BAUG HISTORY REPEATED IN DELHI,{'document_tone': {'tones': []}}
53,Not Group of Farmers they are Antinational Who defame the Tricolor   Shameless people who stand with such Antinational’s,{'document_tone': {'tones': []}}
54,,{'document_tone': {'tones': []}}
55,,{'document_tone': {'tones': []}}
56,Kisaan ekta jindabaad,{'document_tone': {'tones': []}}
57,Izzat nhi rahi ab tumhati,{'document_tone': {'tones': []}}
58,Lund ke farmers hai ye,{'document_tone': {'tones': []}}
59,,{'document_tone': {'tones': []}}
60,,{'document_tone': {'tones': []}}
61,,{'document_tone': {'tones': []}}
62,,{'document_tone': {'tones': []}}
63,,{'document_tone': {'tones': []}}
64,,{'document_tone': {'tones': []}}
65,,{'document_tone': {'tones': []}}
66,,{'document_tone': {'tones': []}}
67,,{'document_tone': {'tones': []}}
68,,{'document_tone': {'tones': []}}
69,,{'document_tone': {'tones': []}}
70,,{'document_tone': {'tones': []}}
71,#FakeReportByIndiatodayAnchor  #Vulture_Journalism,{'document_tone': {'tones': []}}
72,,{'document_tone': {'tones': []}}
73,,{'document_tone': {'tones': []}}
74,,{'document_tone': {'tones': []}}
75,,{'document_tone': {'tones': []}}
76,??????,{'document_tone': {'tones': []}}
77,"Modi bhakat ab chilaa chilaaa drama kare ge comments ma, bus itna sun farmers da right ha capital ma protest karna modi di baat cheet ma kuch aage bada nahi saka kisano na bada diya bus. Thanda paani pio ab or modi ko bolo chaye bana lo mehmaan delhi aa gaye ha. ?? ","{'document_tone': {'tones': [{'score': 0.616216, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Modi bhakat ab chilaa chilaaa drama kare ge comments ma, bus itna sun farmers da right ha capital ma protest karna modi di baat cheet ma kuch aage bada nahi saka kisano na bada diya bus.', 'tones': []}, {'sentence_id': 1, 'text': 'Thanda paani pio ab or modi ko bolo chaye bana lo mehmaan delhi aa gaye ha.', 'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '??', 'tones': []}]}"
78,These will led to their own destruction eventually.  Don't mess with the sovereign of India.,"{'document_tone': {'tones': [{'score': 0.555881, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.720783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'These will led to their own destruction eventually.', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': ""Don't mess with the sovereign of India."", 'tones': []}]}"
79,,{'document_tone': {'tones': []}}
80,Don't forget that India is an agrarian country. Every support for farmers. India belong to farmers...,"{'document_tone': {'tones': [{'score': 0.507798, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.952663, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.694442, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""Don't forget that India is an agrarian country."", 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Every support for farmers.', 'tones': [{'score': 0.545008, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'India belong to farmers...', 'tones': [{'score': 0.516511, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
81,,{'document_tone': {'tones': []}}
82,,{'document_tone': {'tones': []}}
83,Was Deep Sidhu and his followers responsible for hoisting that flag at the Red Fort?   He is the same person who campaigned for BJP in Lok Sabha Elections. Last time also he caused trouble in the protest by giving alleged Pro-Khalistani statements.,"{'document_tone': {'tones': [{'score': 0.573521, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Was Deep Sidhu and his followers responsible for hoisting that flag at the Red Fort?', 'tones': [{'score': 0.513118, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'He is the same person who campaigned for BJP in Lok Sabha Elections.', 'tones': []}, {'sentence_id': 2, 'text': 'Last time also he caused trouble in the protest by giving alleged Pro-Khalistani statements.', 'tones': [{'score': 0.501573, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
84,"China - Pakistan - Congress - Left - Khalisthanis - Maoists - Tukde tukde gang , Naxalites- Criminals ... all have joined hands to  destabilize India  -  All supported by Rahul Gandhi, Kejriwal,  Sitaram Yeturi , Sharad Pawar, Sonia Gandhi, Capt Amrendra Singh !!!","{'document_tone': {'tones': [{'score': 0.693292, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
85,,{'document_tone': {'tones': []}}
86,"Yahi hoga manmani ka nateeja. Aur taalo baaten, bjp ko lagta hai ki baaten nahi karenge to thode dinmein sab thanda ho jayega sab bhul jaayenge, sab kharaab governance ka nateeja hai.","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Yahi hoga manmani ka nateeja.', 'tones': []}, {'sentence_id': 1, 'text': 'Aur taalo baaten, bjp ko lagta hai ki baaten nahi karenge to thode dinmein sab thanda ho jayega sab bhul jaayenge, sab kharaab governance ka nateeja hai.', 'tones': []}]}"
87,Dare to show the yellow khalistani flagss,{'document_tone': {'tones': []}}
88,Great job by our famers today. Their silent was misused by Modi govt. They are proving and spreading bad news through Zee News. Modi Govt Shame on you coward,"{'document_tone': {'tones': [{'score': 0.898791, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Great job by our famers today.', 'tones': [{'score': 0.820565, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Their silent was misused by Modi govt.', 'tones': [{'score': 0.864643, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'They are proving and spreading bad news through Zee News.', 'tones': [{'score': 0.68088, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'Modi Govt Shame on you coward', 'tones': [{'score': 0.676094, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
89,,{'document_tone': {'tones': []}}
90,Independent day message from Sikh Baba jee.,"{'document_tone': {'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
91,A khalistan ki andolon .....isko chahi a azadi ....aabto Amit bhai apni style mey azadi de dalo,"{'document_tone': {'tones': [{'score': 0.503211, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
92,Criminal farmers  you should die,"{'document_tone': {'tones': [{'score': 0.876427, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
93,"Farmer or infringe elements? Using religious flag at red fort, Is it acceptable?What next from govt of India?","{'document_tone': {'tones': [{'score': 0.61954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Farmer or infringe elements?', 'tones': [{'score': 0.507551, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'Using religious flag at red fort, Is it acceptable?What next from govt of India?', 'tones': [{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
94,Where is Modi hiding. Drag him to the street,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Where is Modi hiding.', 'tones': [{'score': 0.515486, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Drag him to the street', 'tones': []}]}"
95,They are bloody terrorists. Stop calling them poor farmers,"{'document_tone': {'tones': [{'score': 0.610992, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'They are bloody terrorists.', 'tones': []}, {'sentence_id': 1, 'text': 'Stop calling them poor farmers', 'tones': [{'score': 0.733799, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
96,,{'document_tone': {'tones': []}}
97,Criminals in the name of farmers.,"{'document_tone': {'tones': [{'score': 0.608487, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
98,,{'document_tone': {'tones': []}}
99,,{'document_tone': {'tones': []}}
100,,{'document_tone': {'tones': []}}
101,,{'document_tone': {'tones': []}}
102,,{'document_tone': {'tones': []}}
103,,{'document_tone': {'tones': []}}
104,,{'document_tone': {'tones': []}}
105,,{'document_tone': {'tones': []}}
106,,{'document_tone': {'tones': []}}
107,Too bad,"{'document_tone': {'tones': [{'score': 0.931034, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}]}}"
108,,{'document_tone': {'tones': []}}
109,,{'document_tone': {'tones': []}}
110,Terrorist and traitors.,{'document_tone': {'tones': []}}
111,Support farmers ,"{'document_tone': {'tones': [{'score': 0.535363, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
112,"Fraud farmers, all crooks and political opportunists...","{'document_tone': {'tones': [{'score': 0.709916, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
113,Rakesh tikaat kha hai,{'document_tone': {'tones': []}}
114,https://www.facebook.com/100005135763182/posts/1738333839681125/,{'document_tone': {'tones': []}}
115,Jai javan saram Karo kisan,{'document_tone': {'tones': []}}
