id,message,tone
18,Accept reality and let oppressed sikhs announce their independence on Republic Day. It's high time. Your channel could be part of history.,"{'document_tone': {'tones': [{'score': 0.56961, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.8686, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.68097, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Accept reality and let oppressed sikhs announce their independence on Republic Day.', 'tones': [{'score': 0.604788, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.859009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': ""It's high time."", 'tones': []}, {'sentence_id': 2, 'text': 'Your channel could be part of history.', 'tones': [{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
19,"If he is taht much sure about the UN will safeguard if you put khalisthani flag, then why don't you come and do it.","{'document_tone': {'tones': [{'score': 0.716804, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
20,These unwanted  elements take advantages of genuine demands of farmers.,"{'document_tone': {'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
21,Esi maa chod denge Khalistaniyo aur aatankwadiyo ki india ke related kisi bhi chij ke bare mai galat nhi sochenge dobara!,{'document_tone': {'tones': []}}
22,Poor farmers being targeted by these obsolet  Khalistani group. Hope Farmers stay away such act. Which will change whole protests intent,"{'document_tone': {'tones': [{'score': 0.54415, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.673826, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Poor farmers being targeted by these obsolet  Khalistani group.', 'tones': [{'score': 0.504352, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.533057, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 1, 'text': 'Hope Farmers stay away such act.', 'tones': [{'score': 0.622572, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'Which will change whole protests intent', 'tones': [{'score': 0.53157, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.890188, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
23,"Many such rubbish will be circulated to defame the protest and derail it, as was done at Shaheen Baug, with Kanhaiya Kumar, with students of JNU, AMU, DU, etc.",{'document_tone': {'tones': []}}
24,"WoW a new conspiracy is there.   Let think for once that people who are struggling at singhu border and other borders are from this khalistani group then why govt is doing meeting with them, moreover if any organisation (Sikh for justice) who is from different country giving insensible kind of statements related farmers who are protesting should we correlate them with that organisation.","{'document_tone': {'tones': [{'score': 0.740769, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.861192, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.793955, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'WoW a new conspiracy is there.', 'tones': [{'score': 0.670488, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Let think for once that people who are struggling at singhu border and other borders are from this khalistani group then why govt is doing meeting with them, moreover if any organisation (Sikh for justice) who is from different country giving insensible kind of statements related farmers who are protesting should we correlate them with that organisation.', 'tones': [{'score': 0.771415, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.727743, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
25,This protest is genuine and i doubt  that some manipulation is going on to malign & end the protest .,"{'document_tone': {'tones': [{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
26,"If that happens straight away shot them in head, no matter who they are! Just telling","{'document_tone': {'tones': [{'score': 0.601452, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.959353, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.944845, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'If that happens straight away shot them in head, no matter who they are!', 'tones': [{'score': 0.634163, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.886021, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Just telling', 'tones': [{'score': 0.998976, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
27,,{'document_tone': {'tones': []}}
28,,{'document_tone': {'tones': []}}
29,Whole indian will give you fitting reply in no time we love india.,"{'document_tone': {'tones': [{'score': 0.739808, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
30,"Cat is out, sponsored by pak and Chinese, supporting by Communist and congress",{'document_tone': {'tones': []}}
31,Just checking...Will that offer still stand if his flag was hoisted at 23:59:50 for 10secs on the 26th of January ,{'document_tone': {'tones': []}}
32,"Few months ago, when article 370 was removed, bhakts were talking about making Khalistan out of Pakistan.","{'document_tone': {'tones': [{'score': 0.520187, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.538448, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
33,His moves seem to harm Sikhs and benefit the government.   Sikhs should stay away.,"{'document_tone': {'tones': [{'score': 0.952443, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'His moves seem to harm Sikhs and benefit the government.', 'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'Sikhs should stay away.', 'tones': [{'score': 0.519741, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
34,Its not a big deal the law is for farmers...but if they dont want then cancel..why mooodiee is dead from long time,"{'document_tone': {'tones': [{'score': 0.781982, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
35,Must be someone fed by R S S or B J P..!!,"{'document_tone': {'tones': [{'score': 0.60336, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
36,????????????..... it's not a farmer's protest it's conspiracy to divide the country......wants to give the message to the world that India is anti minorities....,{'document_tone': {'tones': []}}
37,Hidden agenda of so called farmers is visible now,"{'document_tone': {'tones': [{'score': 0.558415, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
38,best of luck from Gulwan valley China ????,"{'document_tone': {'tones': [{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
39,Aeh salah....sadhi na bulayi main laary de taayi.....aeh chamcha jeha patta nahin kothon paida ho geya do ka salan cha Yan paida keeta geya.....kuch nahin aeh... don't give him importance.,{'document_tone': {'tones': []}}
40,Prize announce karne valey khud hi karde paisey kyun kharab karne,"{'document_tone': {'tones': [{'score': 0.725014, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
41,SFJ? Why terror? I agree they are separatists. But why terror? ,"{'document_tone': {'tones': [{'score': 0.934992, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'SFJ? Why terror?', 'tones': [{'score': 0.917605, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 1, 'text': 'I agree they are separatists.', 'tones': [{'score': 0.589616, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 2, 'text': 'But why terror?', 'tones': [{'score': 1.0, 'tone_id': 'fear', 'tone_name': 'Fear'}]}]}"
42,It's all modi & amitshah's script,"{'document_tone': {'tones': [{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
43,Kalistan/ thukde/ tukde/ gupthchaar/ Pakistani/ Hindu Muslim/ love jihad/ cow matha/ Gobber precious than kohinoor diamond ..... how long will they keep fooling the public yet prices  of all essential commodities are sky rocketing ,"{'document_tone': {'tones': [{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
44,They should be helped they might repeat History....,"{'document_tone': {'tones': [{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
45,"By dragging the issue, govt is giving opportunity to vested interest to defame the agitating","{'document_tone': {'tones': [{'score': 0.576214, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
46,What non sense modi media.... Crossed chatukarita...... Aur desh bhakt kon hai godse ki puja karne wale,{'document_tone': {'tones': []}}
47,1984 se banda aaraaam kar raha tha.... 2020 me jaaga hai wo bhi protest ke samay,{'document_tone': {'tones': []}}
48,Iske bolne se kya hota hai.....Isko sirf media wale hi sunte h and tull dete hai....,{'document_tone': {'tones': []}}
49,Jdo army apne te aayi fer rona ehna ne ,{'document_tone': {'tones': []}}
50,Total idiotic post . Instead of talking about 60 farmers who lost their life #GodiMedia  is busy dropping unnecessary agenda like Khalistan china and Pakistan #PMOIndia #NDTVIndia #khalsa,"{'document_tone': {'tones': [{'score': 0.686143, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.836844, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Total idiotic post .', 'tones': [{'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'Instead of talking about 60 farmers who lost their life #GodiMedia  is busy dropping unnecessary agenda like Khalistan china and Pakistan #PMOIndia #NDTVIndia #khalsa', 'tones': [{'score': 0.757305, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
51,"The attorney general has to file an affidavit proving there is Khalistani infiltration, this is a preparation by the govt","{'document_tone': {'tones': [{'score': 0.596243, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
52,"Fake news is not good for peace spreading hatred against Sikh community, bloody communal media","{'document_tone': {'tones': [{'score': 0.57257, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
53,So the truth is out,"{'document_tone': {'tones': [{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
54,,{'document_tone': {'tones': []}}
55,,{'document_tone': {'tones': []}}
56,There should be NO ENTRY for KHALISTANI,{'document_tone': {'tones': []}}
57,loka de putt marone aa ... ehne,{'document_tone': {'tones': []}}
58,So if you are not happy woth the goverment..you need to have your own country??? Biggest bs ever,{'document_tone': {'tones': []}}
59,Raman Sandhu ????? ???? ????? Tarun Sharma Anuraj Rawat Naman Sharma  ja raman bhai citizenship le le????,{'document_tone': {'tones': []}}
60,Paid news to discredit farmers movement,{'document_tone': {'tones': []}}
61,Next gimmick by the chamcha group aka chowkidar after his drama(SC STAY)failed,{'document_tone': {'tones': []}}
62,Stop making fool of your own people Modiji,"{'document_tone': {'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
63,These Khalistani known gundas illegal immigrants in USA and Canada are the main trouble makers they should be locked up or found and deported to their island of Khalistan,"{'document_tone': {'tones': [{'score': 0.699729, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
64,Sold out Boot lickers of Indian Media doing awesome job to defame Farmers protest to get bribe from and petting from their masters. Kisaan apna hakk maang raha hai tumhari bhen ka rishta nahi,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Sold out Boot lickers of Indian Media doing awesome job to defame Farmers protest to get bribe from and petting from their masters.', 'tones': []}, {'sentence_id': 1, 'text': 'Kisaan apna hakk maang raha hai tumhari bhen ka rishta nahi', 'tones': []}]}"
65,Take back your law,"{'document_tone': {'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
66,"The government is fully responsible if the Khalistan movement revives, the whole country is sick and tired of the fools running the government of India excepting the communal dungheads",{'document_tone': {'tones': []}}
67,Now the truth is out in the open. Innocent farmers are in the front line to fool the public,"{'document_tone': {'tones': [{'score': 0.55181, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.864134, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Now the truth is out in the open.', 'tones': [{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'Innocent farmers are in the front line to fool the public', 'tones': []}]}"
68,this has become equivalent to anti-CAA Delhi riots...,{'document_tone': {'tones': []}}
69,"People who know... How 300 kg RDX  came, can manipulate and do anything inside our country.","{'document_tone': {'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
70,These r publicity stunts of it cell,{'document_tone': {'tones': []}}
71,"?? ????????????? ?? ??? ?????? ??????? ??, ?? ?? ??????? ?? ?????, SFJ just pray for urself soon U guys comes to end.","{'document_tone': {'tones': [{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
72,Is this open contest? I want to participate,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Is this open contest?', 'tones': []}, {'sentence_id': 1, 'text': 'I want to participate', 'tones': []}]}"
73,Welcome our new neighbors  at khalistan.....,"{'document_tone': {'tones': [{'score': 0.774856, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
74,"Good covering by pappus after the news is true, shameless pappus.","{'document_tone': {'tones': [{'score': 0.655945, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
75,GODI MEDIA TUMAHRI SOCH GHATYA HAI GODI DALAL MEDIA,{'document_tone': {'tones': []}}
76,godi media stop it... ur exposed this kind of made up news not gonna work anymore.,"{'document_tone': {'tones': [{'score': 0.711306, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
77,He's the paid tool of GOI..,{'document_tone': {'tones': []}}
78,Look who supporting to them it's dragging somewhere else ??,"{'document_tone': {'tones': [{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
79,indiatoday you are so obsessd with this govr instead you should rename it BJPTODAY ,{'document_tone': {'tones': []}}
80,Who is he ??????? Only media hype. No body knows him in Punjab,"{'document_tone': {'tones': [{'score': 0.908592, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Who is he ???????', 'tones': []}, {'sentence_id': 1, 'text': 'Only media hype.', 'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'No body knows him in Punjab', 'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
81,,{'document_tone': {'tones': []}}
82,,{'document_tone': {'tones': []}}
83,Farmers won't fall in this trap,{'document_tone': {'tones': []}}
84,"The stupid ""innocent"" farmers may do that also. ??","{'document_tone': {'tones': [{'score': 0.531651, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'The stupid ""innocent"" farmers may do that also.', 'tones': [{'score': 0.531651, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '??', 'tones': []}]}"
85,Isko jaldi hey upper janey ki.  Kidher rehta hey udher ja ker thoko ,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Isko jaldi hey upper janey ki.', 'tones': []}, {'sentence_id': 1, 'text': 'Kidher rehta hey udher ja ker thoko', 'tones': []}]}"
86,Ziddhi ki new chaal ??,{'document_tone': {'tones': []}}
87,He is fighting for his land but you call him terrorist it won't stop them from getting their country back by any means,{'document_tone': {'tones': []}}
88,Inn suvaron ko toh sabak sikana hee chahiye. Haram khor log.,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Inn suvaron ko toh sabak sikana hee chahiye.', 'tones': []}, {'sentence_id': 1, 'text': 'Haram khor log.', 'tones': []}]}"
89,government  mst use force an send these call traitors bck from where  they came .bunch of terrorists.,"{'document_tone': {'tones': [{'score': 0.515605, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
90,Fake news co of Sanghees ?,"{'document_tone': {'tones': [{'score': 0.548623, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
91,BC itni secret information public kyu kr rha h ????,{'document_tone': {'tones': []}}
92,??? ????????? ?????? ??????????!,{'document_tone': {'tones': []}}
93,Kya ye itana Ashanti hai,{'document_tone': {'tones': []}}
94,Anti national log ghus gaye ANDOLAN me...ab ye kissan ni ... khalistani hogaya,"{'document_tone': {'tones': [{'score': 0.592656, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
95,INQUILAB ZINDABAD.....kissan ekta ZINDABAD.....kutta pannu murdabad ??,{'document_tone': {'tones': []}}
96,Aur chadao sikho ko sir pe,{'document_tone': {'tones': []}}
97,It’s joke only.. ,"{'document_tone': {'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
98,Just trying to divert people’s kind... godi media ,"{'document_tone': {'tones': [{'score': 0.99291, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
99,Who is this 250 gm sikh.??,{'document_tone': {'tones': []}}
100,Nakli khabar sb se tez,{'document_tone': {'tones': []}}
101,#Gobar Sources????,{'document_tone': {'tones': []}}
102,"Bahut maaza Aa raha hai, karo karo",{'document_tone': {'tones': []}}
103,These dumbfucks just wana hijack the protest probably a  b team of govt.,"{'document_tone': {'tones': [{'score': 0.567717, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.933436, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
104,Motherchod gand mey ghuser denge jhanda,{'document_tone': {'tones': []}}
105,Similar to RSS  that never waived tricolor for 50+ years.,"{'document_tone': {'tones': [{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
106,"Godimedia is more obesessed with khalistan 60 farmers died, atleast give one primetime to that news. Stop your propaganda and govt bootlicking ...","{'document_tone': {'tones': [{'score': 0.870517, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Godimedia is more obesessed with khalistan 60 farmers died, atleast give one primetime to that news.', 'tones': [{'score': 0.821745, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Stop your propaganda and govt bootlicking ...', 'tones': [{'score': 0.746322, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
107,https://quiz.priyo.com/quiz/84b7b0e1-7f82-4d7d-939b-8c18d8e6368d/?q=9ca9d72d-6ed7-4e47-9244-cffbc3bc0faa,{'document_tone': {'tones': []}}
108,,{'document_tone': {'tones': []}}
109,,{'document_tone': {'tones': []}}
110,https://quiz.priyo.com/quiz/84b7b0e1-7f82-4d7d-939b-8c18d8e6368d/?q=9ca9d72d-6ed7-4e47-9244-cffbc3bc0faa,{'document_tone': {'tones': []}}
