id,message,tone
14,Modi/Amit are the lowest I have come across in my life! Add the fact that judiciary is also sold and you will understand what kind of situation Modi bhakts have landed us all in,"{'document_tone': {'tones': [{'score': 0.85399, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.849088, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Modi/Amit are the lowest I have come across in my life!', 'tones': [{'score': 0.500178, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Add the fact that judiciary is also sold and you will understand what kind of situation Modi bhakts have landed us all in', 'tones': [{'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.811259, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
15,But nobody complained when two criminals started calling shots in the country..!!,{'document_tone': {'tones': []}}
16,This type of allegations without any strong evidence ...govt only playing politics and favorism to private companies,"{'document_tone': {'tones': [{'score': 0.609807, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.513082, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
17,Govt. is only hurting the sentiments of the farmers by playing politics and calling khalistani to them. Shame,"{'document_tone': {'tones': [{'score': 0.911136, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Govt. is only hurting the sentiments of the farmers by playing politics and calling khalistani to them.', 'tones': [{'score': 0.911366, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Shame', 'tones': [{'score': 1.0, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}]}]}"
18,If the Govt is sure of Khalistanis presence in the farmers protest then arrest those anti national people. What is preventing the law enforcement agencies. ,"{'document_tone': {'tones': [{'score': 0.770613, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.949397, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'If the Govt is sure of Khalistanis presence in the farmers protest then arrest those anti national people.', 'tones': [{'score': 0.610155, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.706744, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'What is preventing the law enforcement agencies.', 'tones': [{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
19,"Do not play with the sentiments of Punjabi Farmers...If Khalistan was their intention, why should they come to Delhi border to seek justice, they could have very well gone to Wagah border to get arms and ammunition to fight for Khalistan...do not belittle fellow Indians just for their different views...",{'document_tone': {'tones': []}}
20,Nothing last forever and nobody will live forever.  History  proven what's end of the oppression and oppressors. What's go around will come around. Just matter of time.,"{'document_tone': {'tones': [{'score': 0.521051, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.963472, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Nothing last forever and nobody will live forever.', 'tones': [{'score': 0.633437, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.538887, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': ""History  proven what's end of the oppression and oppressors."", 'tones': [{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': ""What's go around will come around."", 'tones': [{'score': 0.994446, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 3, 'text': 'Just matter of time.', 'tones': [{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
21,Bjp next plan of action.They dare to call Sikhs khalistanis when Sikhs have a right over whole hindustan. Tried and tested and expected strategy..what will come next..planting goondas posing as Sikhs and inviting violence n then letting sm delhi police on them?,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Bjp next plan of action.They dare to call Sikhs khalistanis when Sikhs have a right over whole hindustan.', 'tones': []}, {'sentence_id': 1, 'text': 'Tried and tested and expected strategy..what will come next..planting goondas posing as Sikhs and inviting violence n then letting sm delhi police on them?', 'tones': []}]}"
22,Says the government which earns every vote  on ‘Hindu rashtra’.  No offence to actual Hindus.,"{'document_tone': {'tones': [{'score': 0.988366, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Says the government which earns every vote  on ‘Hindu rashtra’.', 'tones': [{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'No offence to actual Hindus.', 'tones': [{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
23,"They have Hit a Mountain in form of Farmers , No Religion Politics will work here or Treats cause they now are Doomed .",{'document_tone': {'tones': []}}
24,"It’s a peaceful protest, please don’t defame the struggle of farmers. If you think about khalisthani factor then why did government had meetings with protesting farmers unions?  Center government you are playing your cheap tactics. ","{'document_tone': {'tones': [{'score': 0.681776, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.936402, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.859164, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'It’s a peaceful protest, please don’t defame the struggle of farmers.', 'tones': [{'score': 0.69344, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'If you think about khalisthani factor then why did government had meetings with protesting farmers unions?', 'tones': [{'score': 0.505875, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'Center government you are playing your cheap tactics.', 'tones': [{'score': 0.528474, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
25,"Liars always will tell lies. It is habitual for any matter to give remarks as Khalistan, Pakistan, terrorists etc. How many people had martyred opposing the three farm laws?On the other hand no one had martyred supporting the three laws till today. Even no one had injured.Truth always triumph. Liars will lose at last. Thanks so much.","{'document_tone': {'tones': [{'score': 0.631093, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.624984, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.559726, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.807162, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Liars always will tell lies.', 'tones': [{'score': 0.766751, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'It is habitual for any matter to give remarks as Khalistan, Pakistan, terrorists etc.', 'tones': [{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'How many people had martyred opposing the three farm laws?On the other hand no one had martyred supporting the three laws till today.', 'tones': [{'score': 0.87232, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'Even no one had injured.Truth always triumph.', 'tones': [{'score': 0.795201, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 4, 'text': 'Liars will lose at last.', 'tones': [{'score': 0.655091, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.965509, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'Thanks so much.', 'tones': []}]}"
26,Government's(read as modi's) version contradicts Defence Minister Rajnath Singh's clean chit to protesting farmers. Self goal by the government (read as modi) ??????,"{'document_tone': {'tones': [{'score': 0.916623, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""Government's(read as modi's) version contradicts Defence Minister Rajnath Singh's clean chit to protesting farmers."", 'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Self goal by the government (read as modi) ??????', 'tones': []}]}"
27,,{'document_tone': {'tones': []}}
28,,{'document_tone': {'tones': []}}
29,Rather than visiting labs manufacturing vaccines(photo op!) the pm should have visited the Andolan site and given instructions to move out khalistnis! The government is embarrassing itself before the nation and the world.,"{'document_tone': {'tones': [{'score': 0.551743, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Rather than visiting labs manufacturing vaccines(photo op!) the pm should have visited the Andolan site and given instructions to move out khalistnis!', 'tones': [{'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'The government is embarrassing itself before the nation and the world.', 'tones': []}]}"
30,Everything is about religion for two kinds of people : 1. Those who benefit from it. 2. Those who are fooled by it.,"{'document_tone': {'tones': [{'score': 0.68097, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Everything is about religion for two kinds of people : 1.', 'tones': []}, {'sentence_id': 1, 'text': 'Those who benefit from it.', 'tones': [{'score': 0.642857, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 2, 'text': '2. Those who are fooled by it.', 'tones': []}]}"
31,Then why conducting meetings with them?,"{'document_tone': {'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
32,Its clearly indicates the intentions of SC. they are asking what TV channels showing. Shame,"{'document_tone': {'tones': [{'score': 0.957479, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.952933, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Its clearly indicates the intentions of SC. they are asking what TV channels showing.', 'tones': [{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.858259, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Shame', 'tones': [{'score': 1.0, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}]}]}"
33,Mota bhai playing to perfection... He will get investigation orders from sc to start his favorite game of witch hunting...,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Mota bhai playing to perfection...', 'tones': [{'score': 0.560984, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'He will get investigation orders from sc to start his favorite game of witch hunting...', 'tones': []}]}"
34,"Did they come from outside of India or they were already in India, if within India how come the home dept  were sleeping all these years and if from outside India still your intelligence dept is sleeping ....why become a laughing stock and inviting other notorious people by giving our sorry state of affairs","{'document_tone': {'tones': [{'score': 0.53644, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
35,General public ..delhi people and small businessmen and vendors near protest site are suffering for their daily wages ....it’s not protest but personal propaganda of few and these few are igniting other farmer of only few Punjab and Haryana farmer ,"{'document_tone': {'tones': [{'score': 0.689834, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
36,3 out of the 4 member panel have shown their dissent to withdraw the farm laws in public media openly and are already favour of the govt.  Who cheats whom .. ?,"{'document_tone': {'tones': [{'score': 0.51458, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': '3 out of the 4 member panel have shown their dissent to withdraw the farm laws in public media openly and are already favour of the govt.', 'tones': [{'score': 0.582379, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Who cheats whom .. ?', 'tones': [{'score': 0.931034, 'tone_id': 'anger', 'tone_name': 'Anger'}]}]}"
37,"ab kisan khalistani dikh rahe, musalman Pakistani dikhte hai, students tukde tukde gang dikhte hai sab inka govt aane ke baad dikh raha hai",{'document_tone': {'tones': []}}
38,"Means,Govt admits it failed in preventing china n now Khalistanis from entering india. How shameful.","{'document_tone': {'tones': [{'score': 0.577127, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.869578, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Means,Govt admits it failed in preventing china n now Khalistanis from entering india.', 'tones': [{'score': 0.710606, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'How shameful.', 'tones': [{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
39,If it's true then the Taadipaar should resign...but he will never and playing with stories,"{'document_tone': {'tones': [{'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
40,Everywhere and in everyflied BJP is lie en lie if khalistani entered in kisans andolen why dont they arrest them and put them in trial always talking nonsense we r fed up with lies,{'document_tone': {'tones': []}}
41,What about Mass murderer heading the Country?,"{'document_tone': {'tones': [{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
42,"???? ?? ?? ??? ?? ???? ?? ???? ????? ?? ??? ???? ?? ????? ?? ??? ?? , ?? ????? ?? ?? ???? ?? ?? ????? ????? ??? ??, ???? ???? ???.... ?? ???????? ?? ????? ???? ???? ?????? ?? ??????...????",{'document_tone': {'tones': []}}
43,Looks like Government is run by infiltrators??,"{'document_tone': {'tones': [{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
44,If farmers don't want it drop it why force on them,"{'document_tone': {'tones': [{'score': 0.506459, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.87766, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
45,A grave threat to national unity and security,"{'document_tone': {'tones': [{'score': 0.673972, 'tone_id': 'fear', 'tone_name': 'Fear'}]}}"
46,Government has became like circus and supreme court became like joker in this circus,"{'document_tone': {'tones': [{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
47,"Muslim kare to Pakistani , aatankwadi  Student kare to urban naksali  Dalit kare to Naksli  Kisan kare to Khalistani   Kewal  Gaddar godse ki aulade hi deshbhakt hai Bharat mein 2014 ke baad se",{'document_tone': {'tones': []}}
48,Not infiltrated. Mostly it is influenced by that idealogy,"{'document_tone': {'tones': [{'score': 0.883404, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.920133, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Not infiltrated.', 'tones': []}, {'sentence_id': 1, 'text': 'Mostly it is influenced by that idealogy', 'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
49,"Mode of action of these protest suggest, it is not a fight of farm law  it is something else.","{'document_tone': {'tones': [{'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
50,"Now it's punjab need to see they are being occupied by biharies in large numbers and they themselves migrating to another country , don't let these outsiders rule over you ...you have been an autonomous country under the sikh kings and you have the calibre to be the best again don't let these baniyas rule over you it's your land ....not their ...",{'document_tone': {'tones': []}}
51,The Central Government is hurting the sentiments of the farmers.,"{'document_tone': {'tones': [{'score': 0.79132, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
52,Right wing Terrorists have inflirtrated Parliament through EVM,{'document_tone': {'tones': []}}
53,Who invited them ? The BJP party led government trying everything to stay in power by extracting all sections of people of India.,"{'document_tone': {'tones': [{'score': 0.808712, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.551743, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Who invited them ?', 'tones': []}, {'sentence_id': 1, 'text': 'The BJP party led government trying everything to stay in power by extracting all sections of people of India.', 'tones': []}]}"
54,,{'document_tone': {'tones': []}}
55,,{'document_tone': {'tones': []}}
56,????? ???-??? ?? ?????? ???? ??? ?? ?? ???? ???????? ?? ??? ?? ???? ???? ??? ?? ?? ????? ?? ?????? ???? ?? ?? ????? ?? ?? ????? ???? ?? ??? ?? ?????? ??? ?? ??? ?? ???? ???? ?? ??? ??????? ?? ???? ????? ???? ?????? ???? ??? ?? ???? ?? ??? ??? ?? ?? ?? ???? ?? ????? ??? ???? ????? ???? ???? ????? ??????? ???? ?? ??????? ?? ????? ????? ???????? ???  ,{'document_tone': {'tones': []}}
57,Ravish sir.nameste.... Aaj mere bete scl gae.result lane.scl.walo ne nahi deya.sirf.2.mahene.ki.fees.jama nahi thi mere bachchi udas hoker ghir aa gae..bataey y kzhan ka insaf he.bachche ki insult kerna.eo derbhanga k Jesse's an marry. Me.padhte he.keb tak.sarkar.undhi rahege,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Ravish sir.nameste.... Aaj mere bete scl gae.result lane.scl.walo', 'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'ne nahi deya.sirf.2.mahene.ki.fees.jama', 'tones': []}, {'sentence_id': 2, 'text': 'nahi thi mere bachchi udas hoker ghir aa gae..bataey y kzhan ka insaf he.bachche ki insult kerna.eo', 'tones': []}, {'sentence_id': 3, 'text': ""derbhanga k Jesse's an marry."", 'tones': []}, {'sentence_id': 4, 'text': 'Me.padhte he.keb tak.sarkar.undhi', 'tones': []}, {'sentence_id': 5, 'text': 'rahege', 'tones': []}]}"
58,Jis tarah se RSS ke gunde har protest main ghus kar danga failate hai aur andolan ko badnam karte hai ye BJP wale dusre ko bhi badnam karne ke liye naya naya naam dete hai,{'document_tone': {'tones': []}}
59,That is already proven ... movement instigated by Khalistanis and Urban Naxals ...,"{'document_tone': {'tones': [{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
60,"Hor ni kuj, padi payi aa singha ne..ja oye modiya..time aa gya tera",{'document_tone': {'tones': []}}
61,Political funding ko RTI se bahar karne wali party  kisano ke langar pizza ki funding ki jaach ki baat kar rahi hai,{'document_tone': {'tones': []}}
62,"???? ?????? ???? ????? ?? ??? ??? ???? ???? ?? ? ??? ??? 80% ????? ?????? ??  ????? ?? 90%  SC/ST ?? OBC( ??? )  ??? ?? ???? ?? 30 ????? ???? ???? ?? ? ????? ?? 15 ????? ????? ?? ??? ???? ,  ?????? ????? ????? ?? ?    ?? ???? ??? ????  ???? ???  ??????? ???? ?? ???? ?? ??? ???? ????     ???? ???? ???? ?????? ?? ????? ? ?? ???? ????? ?? ???? ??  ???? ??? ???? ???? ???? ??? ???? ???  ???? ?? ???? ?? 90% ????? ????? ?? ???? OBC ?? ???? ??? ?      ?? ?? ???? ?????? ?? ?????? ?? ??? ????? ?? ??? ?? ???? ?","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': '???? ?????? ???? ????? ?? ??? ??? ???? ???? ?? ?', 'tones': []}, {'sentence_id': 1, 'text': '??? ??? 80% ????? ?????? ??  ????? ?? 90%  SC/ST ?? OBC( ??? )  ??? ?? ???? ?? 30 ????? ???? ???? ?? ?', 'tones': []}, {'sentence_id': 2, 'text': '????? ?? 15 ????? ????? ?? ??? ???? ,  ?????? ????? ????? ?? ?', 'tones': []}, {'sentence_id': 3, 'text': '?? ???? ??? ????  ???? ???  ??????? ???? ?? ???? ?? ??? ???? ????     ???? ???? ???? ?????? ?? ????? ?', 'tones': []}, {'sentence_id': 4, 'text': '?? ???? ????? ?? ???? ??  ???? ??? ???? ???? ???? ??? ???? ???  ???? ?? ???? ?? 90% ????? ????? ?? ???? OBC ?? ???? ??? ?', 'tones': []}, {'sentence_id': 5, 'text': '?? ?? ???? ?????? ?? ?????? ?? ??? ????? ?? ??? ?? ???? ?', 'tones': []}]}"
63,Dosto avi msp ki bat hona chahiye.... Kanoun lawo,{'document_tone': {'tones': []}}
64,Kisanitanis have entered.  Moorkhta khatam nhi ho rhi iss representative di .,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Kisanitanis have entered.', 'tones': []}, {'sentence_id': 1, 'text': 'Moorkhta khatam nhi ho rhi iss representative di .', 'tones': []}]}"
